"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib","plugin","pluginse","onestep","onestepse","plugin_adapt","pluginse_adapt","onestep_adapt","onestepse_adapt"
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.0435360955586,0.169976551872359,1.54836749562626,1.71259449924249,3.45503926983093,0.137949946039681,2.6183569911897,1.21587231578693
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.54069542031463,0.0748409899234346,3.70774718193896,1.09025711901445,1.03842760119457,0.0693949556885064,1.8890231141028,3.46616697123735
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.5850170908235,0.0859365306510137,1.43203480051696,2.39127959049027,1.43250874372207,0.0931601489397592,2.75296020590384,1.55054733036507
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.03722359180168,0.0497235295426013,1.83736841755832,0.928519070828032,2.75083943183361,0.0832107680478308,4.33587347871191,1.638145547208
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.94556406360254,0.0730628652549122,1.58267988932021,1.05917675479961,2.51737709413716,0.0933127002568969,8.43179196236407,3.56869992276215
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.09867077667534,0.0721185859794644,6.27683750612429,2.43236326471769,1.73027078502747,0.101105128340125,2.99183836542681,1.35806962498192
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.16647231771746,0.0868897584070311,1.90119133701409,1.57762915777141,1.14849787314828,0.0716141758622957,1.96273317804502,0.95574423245935
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.24480454670799,0.0711519609026677,4.90302383023584,2.00507259482234,2.49920305679887,0.0576405949711896,2.14454024121179,0.886020633425753
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.80169806921103,0.0829235279685764,1.32244919123087,0.960736720964486,2.37584090383419,0.0952730572108762,4.91862829384766,1.37781732775888
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.66847702294344,0.0787404906683135,1.61247718190472,1.76641475952422,0.987361686864421,0.110427941565288,3.20733647189827,1.74762638364684
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.49166645185373,0.0889443177180556,3.39307634197718,1.53818561713235,2.27453629385043,0.0792331435734231,3.78385491106214,1.22723103179182
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.97165503057624,0.0678691680815371,5.14200020954164,2.01679672572687,1.92135701006964,0.0571035528998349,3.28043129460837,0.786757458439374
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.25899354036169,0.104925921122693,2.49762581965423,1.10988196603579,1.74292109473476,0.11266885193825,3.82780750913872,1.14597370281175
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.88298624633459,0.0592597808874589,3.21457533399658,0.531201450920998,2.09489646588135,0.0621025158621424,3.69577922514958,0.977826022244927
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.49919095690648,0.0739263839251059,1.57061181790546,1.84470751779907,1.87199504986942,0.0667918395005991,4.07505275027099,0.849573189746764
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.46026966230717,0.0383508678672946,0.979537208029515,1.42843101320151,1.59731591864438,0.0482029669572139,2.0205300131664,1.07372074487277
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.65100047475645,0.102112027717006,2.96780967850347,1.08524750684278,2.74413082233211,0.0720616758924615,2.84954078188873,1.04607116886882
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.93183841245751,0.0716850123106521,2.62004813986721,0.936562367039193,2.304220587367,0.0828498247883359,3.63743116301659,0.688448494332107
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.82388831596639,0.0704014379535795,3.68503990723451,1.13927701269481,2.48433707974634,0.0692169130786255,2.73802338639745,0.79724719752219
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.99142813390563,0.0853486117865975,2.85345260236842,0.852636743921715,2.75603986914841,0.0756119250733433,4.03992330359387,0.743218878996248
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.69857208494911,0.114166344028744,3.43385902402133,0.754891445509125,2.58737413084572,0.0796655951122884,5.15515481895642,0.884430935315217
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.26229832355695,0.0695982548295705,2.84723012945438,1.1422183899774,1.92331602425155,0.0694203828374628,0.69789342744493,1.25017842898878
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.22503002816537,0.0768285398573934,2.91273517606947,0.473211112706693,1.91044464730102,0.0685209732975449,2.51512793373565,0.809829216704489
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.59495321167455,0.0776606073100868,2.31881839024457,0.889610792238896,1.81419686198685,0.0731906672130456,3.06065765787971,0.993657343237458
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.11943875281543,0.0663042853602051,3.63306924461363,1.43236442025512,2.03227924213149,0.0532989873666249,2.42335973577643,0.827943176745312
2500,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.74626508547505,0.0675336860697171,3.14797810385147,0.679873037365713,2.52254637767669,0.0698863424601743,3.34680429593737,0.848125527670803
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.43892308080678,0.0371995551039073,1.20764875312499,1.16043388801284,1.24641582614103,0.0325571312856955,1.66324553504985,1.13767997983149
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.82897728656641,0.0673046252106436,3.13825611950527,0.659076359020177,2.78831640305521,0.0499168085928836,2.53104501261529,1.20896802002716
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.14150482568856,0.0534645446135958,3.54152299023091,1.23413046020683,1.78172016199919,0.0424757168804787,1.76939386952039,1.23662374792428
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.56649229300282,0.0672951776857325,4.64324647331323,1.80755814989491,2.52205317747961,0.0730346392723621,4.92841288686553,1.2735484934177
5000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.1282850769433,0.0534958317833916,3.61000475559172,0.630403186391152,1.62436250684383,0.030335731322407,1.69821415004624,0.705353788080802
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.18716604004156,0.0454613667093712,1.86289988927701,0.79472353970588,1.37128365417134,0.0322419248030806,1.07475219706659,1.03676506676238
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.97069326034686,0.04237565079601,3.69025590795693,2.19123830463451,2.15950976674209,0.0411689283424816,2.58274486331719,1.12897661703356
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.21172588720329,0.0286751636839304,1.66283717960914,0.692850314859884,1.61719719307809,0.0293786317368346,1.44687157879259,1.11257280855718
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.27095311992818,0.0515576525759764,4.17601461140075,0.532300827398607,2.62224988432426,0.0428962513756752,3.43100930736923,0.834109034770803
5000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.81522753246789,0.0423722183735464,3.23557928449132,0.745008307679134,1.77450730210439,0.0300497567212245,2.74780253912182,1.26583278069585
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.34783114621133,0.0503815029163717,1.81625809262602,0.474187869440278,1.78781567812994,0.0437382867047279,3.07347783738115,0.855317608930742
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.21532183068159,0.0574827329451019,2.40969530050337,0.993250743309985,1.83662789474544,0.0416666686561735,1.80159649783746,0.971509385773346
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.81178577507052,0.0575057818360037,3.78314441913613,0.588185578549295,2.10776871790416,0.0578905386834257,3.24956859743091,0.78575130176849
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.48061452343095,0.0722169464206408,1.82451075604243,0.724423066663178,2.6271305324251,0.0611941885370703,2.75075213286407,0.885863886408492
5000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.67300906703948,0.055329391301371,5.27818435994655,0.807405236340094,2.1950494107681,0.040827016974582,2.9488792686939,0.676071279100395
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.73474808851843,0.0424158273996858,3.30913017201139,0.607349787103979,2.16309482861723,0.0375884176652192,3.19614703586136,0.546754978878048
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.32460440941531,0.0349257685003895,1.35199863035037,0.608198712962437,2.54812281888204,0.0377555351062408,2.45650865082017,0.534630581327782
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.97690011217756,0.0507050244269597,2.05786043717725,0.632713689717344,1.83128449888606,0.0470651512378143,3.58785933025659,0.572649018914818
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.20196512673276,0.0599902345071401,4.39617464136954,1.03195343315405,2.3047955413781,0.0498364819740053,2.5435301056768,0.607820857524624
5000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.74375022511137,0.0554934230562172,2.2771764866729,0.409205163228981,1.70461685085864,0.0293198681456738,2.1450165669609,0.584492995349943
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.58783916958189,0.0545170215792197,3.2017572368218,0.558138340736724,2.3020905341908,0.0472348011833137,2.70422979324245,0.555610388768066
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.73539088543525,0.0354719128503181,2.92983445145616,0.663779436104377,1.96624026966781,0.0338779456720123,3.36734556587896,0.475069413613623
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.85958488901417,0.0462519694491588,1.41681222311733,0.494541066178267,1.91428344729535,0.0502728846867704,1.88364493945775,0.579932357764674
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.70431650551616,0.034863779424173,0.65547608131046,0.533084479247552,1.5385100504785,0.0317964600680873,1.85491443108218,0.556110442140544
5000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.05373934067126,0.0530368620837648,2.79395004760098,0.546548307441056,2.3510168001296,0.0336393315602793,3.06315768985725,0.473068523249081
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",-0.436806900561944,0.124359074820886,-4.95834044204645,3.82711276936976,3.23085990527825,0.183822145643149,2.16320453286989,2.64891483218379
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.249341483037584,0.0879399405705746,1.86140895929336,2.77291585362961,0.102448644268391,0.0594309392017022,2.35214372952932,1.59507131841762
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.36997108075448,0.143726142866853,3.17070243515543,1.15140053692553,2.79041985022935,0.20654341426404,11.6133691720115,7.25690856943682
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.72364023085181,0.13149023612697,4.35698487613425,1.14649014050105,4.26918630010367,0.147809182775805,5.23421008185372,2.90684334544248
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.80253181032537,0.131425730766687,2.6739760711271,1.01069604830553,0.144289208421947,0.0572778231715355,2.80788375292473,2.10530318816238
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.36954512036173,0.286787238296074,1.26583661883658,3.24403590362322,0.336407345895005,0.183289429132361,1.05516120494654,2.20053469604266
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.14554341591046,0.112693584642022,3.03020324731561,2.45077188125137,1.50818256461461,0.0962538639316979,2.99539034285457,1.43428521640902
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.42460462841865,0.193295530962713,2.62295097476074,1.64715217302296,2.79272675139431,0.147341727890224,5.16883306522506,1.78519255498015
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.75406683971038,0.169901461437344,5.00057975043239,1.77322221343546,1.27780457017689,0.0910794617245525,1.97297981524017,1.09339129463617
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.4507779439156,0.0489981959851444,-0.147426071305779,1.28939630115009,0.0634489307599952,0.0651113873649544,1.52222631415201,2.13530314445548
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.0988325853809,0.132129768570867,2.14592293464284,2.14774017343092,1.94478664510333,0.116212040870762,2.70976037153306,1.34837112395248
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.0241420742494,0.11114712760112,3.61019339837683,1.65239874800527,2.54339965909903,0.0766899395456057,2.0813096150606,1.59744063234741
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.0777165262466835,0.140593318012754,-0.93118102395453,1.95468457593804,1.25885817190923,0.204636847815868,4.54135622329522,2.06010712617021
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.60257644138763,0.0775141755245518,1.93247525933197,1.23741729918056,3.96565764495416,0.199483760018483,1.13939480651189,1.40582623336694
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.77503960500626,0.197214492634959,4.57520442260561,1.97564082934864,3.02520278543723,0.143403047512258,5.04381998227352,2.01535131988045
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.773218699351338,0.103005430836522,-0.109864583365204,0.9436766537469,1.86863285325697,0.102192815002479,0.331642069295759,1.28760773290719
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.52702014222096,0.0956181844291033,2.23414258377277,0.989859720836351,2.9240393423718,0.160510437793145,2.9199363045305,1.28349302695411
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.998833532011439,0.240345616196435,0.34667512840329,1.09711843150329,0.253832221552782,0.155841903912335,1.5841136080827,1.113439527878
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.38724201971146,0.169142649503621,3.12662005426932,1.97838009773208,2.50829408704283,0.192124252942876,4.09176924097578,2.02683303647531
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.5682784822644,0.147352406748266,5.22419995732846,1.13364431987406,2.50089208197568,0.131369926247825,3.80155980926181,1.24100552944183
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.64683748169164,0.12041633858294,2.14257156891267,1.59753756255606,2.22475450323902,0.094483320664261,1.47165532677578,1.09103504061334
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.37935052944513,0.157301052186487,2.73586529555195,0.946118143765734,1.93395055397723,0.15177021561534,2.81643149745244,1.13167448146782
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.86706846823768,0.151142108061237,3.89826923245358,0.630035989845771,2.67417148758931,0.166967756492034,4.34495962689841,1.19038521267056
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.55980730605568,0.137408864751609,2.3706228591361,0.639412533475735,2.40297259145438,0.0916373056781811,2.39531088800214,1.03141777950852
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.738458042482978,0.052165902469415,1.28189516469817,1.21108560289705,1.362784007674,0.0591127175645128,2.44771203821914,0.917654150804754
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.0844956267654631,0.0766146753188644,-0.786932444125044,2.60104862369942,2.61698981197786,0.0775344654083183,2.43592342711023,1.488756039853
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",0.242445050341234,0.0539991497487502,-0.731327934325657,1.05091803564853,2.11738900945078,0.0790534019923329,1.5999801179931,1.67353579879593
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.69210278999637,0.0535270109350124,2.13688070667095,1.74094134500315,1.31185119697326,0.0351864415138331,2.05193115811678,1.39641069883905
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.59522431526032,0.0717791982388778,4.60176672284362,1.13392456641392,0.371832800838464,0.0519992308144416,-0.4731065096538,2.13877634167663
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.4177839351298,0.101606368520286,4.47942654006785,0.764485571493164,3.76173735006002,0.0918495687868379,3.12920857523719,1.67810283706003
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.68385098285128,0.0983793995512077,3.70484057924003,0.905053248993762,3.234142135799,0.0789950751773787,2.21811453287703,1.3324390538441
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.70573609174479,0.0689880861998694,0.972045863692456,1.16050707654421,2.95496965880268,0.0789611289804313,3.71695442678055,0.914466084278105
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.62888019776975,0.0852007402130781,3.13796391010951,0.514919599946331,2.607085212872,0.0782643331123707,3.6701429758888,1.06584554095323
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.41850264771817,0.0510331100006413,0.974626668174631,0.7473015967714,1.22332662682924,0.0456933523791979,1.34079110284037,0.959926364350795
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.70061203708359,0.0663480820817497,2.16906267723094,0.79281735078645,1.19685236222207,0.104339998465539,3.3981846466296,1.04453335507215
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.02380080896524,0.050703780667122,0.145063068341763,0.875334727781291,1.78257879234326,0.0527055231103173,2.45716949845679,1.00002355830385
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.5421899139035,0.0812647284107822,3.95674144107076,0.805366780074273,2.12334349564905,0.0657486289088655,2.92217607042918,0.777429345723023
2500,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.55812534475066,0.0683713165905759,2.17773612582921,0.601077910884949,1.93747811522422,0.0628219216413479,0.340944017162717,1.61287130153774
