"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib1","sl.lib2","sl.lib3","plugin","pluginse","onestep","onestepse","oracle","naive","psi_hat_adapt","tml","tmlse","tml_evm","tml_evmse","tml_mid","tml_midse","psi_hat_cv"
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.38677803666034,0.0289940458934954,1.5684603201761,0.776191208218494,2.51444222535292,-1.27748257324408,1,2.77368185737634,0.990018938092316,2.23574726148163,0.40282905755974,8.90225869209871,18.0328806295188,2.37392138422956
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.0596103951221,0.0550115517026429,1.9358581572917,0.922565626680857,2.5905969620223,-0.99693269542797,1,2.36710785888291,0.800259746065056,2.43827950806046,0.677314330884249,-1.69906772036848,11.286325724468,2.13864310542255
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.80276586854243,0.0540145548480524,3.59481933682788,0.821227658540417,2.54943980417218,-1.35768289959778,1,3.0057981373446,0.864804816056013,2.62478586690004,0.516409896309048,10.2129984360237,14.2325908454206,3.17962036654391
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.11116179678181,0.0420378311205738,2.83892992212785,0.916500984419582,2.15060142018678,-1.40336127179234,1,2.46741528689772,0.728651665320258,2.74793456826784,0.556436626396416,20.2372503027515,13.9209457391054,2.72776999454784
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.5921793732957,0.0362727223232713,0.268175010520881,0.762800751829737,2.38897285016839,-1.18875491256852,1,0.908353004974508,0.573757529624925,0.982479182326112,0.418172739817442,-8.8554901944158,7.93697677826245,0.848747998812383
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.2751501314369,0.0627447103825028,5.93177081703307,1.78156007677124,2.84300389461297,-1.51117875486432,1,3.55045550788019,0.849163242055082,3.9856841570497,0.720577467130817,19.3416818330839,15.7035044840225,3.63628210701946
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.18557240867184,0.0649317996914119,2.44905843272418,1.20406061401334,2.62047600313073,-1.11299011243852,1,2.26329414635588,0.851164629091194,2.17822110190769,0.827466064859725,14.0708199556185,13.1371902048585,3.28883829683401
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.69793531803027,0.0255359658351369,2.79142740226895,0.993582784205207,2.63530748840223,-1.44703841605818,1,2.92210834936791,0.814058949257757,3.00559555884312,0.454248880192448,19.2262986292442,17.3484660237434,3.16064239031392
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.57441249396733,0.0548480962058296,3.08724350561979,0.70989232220841,2.65482203835079,-1.28716043506134,1,1.94490009417553,0.739453782038741,2.02695951603366,0.775279611082069,8.91654672497519,16.0126573537362,2.05939341367486
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.26016885329505,0.055023346752251,3.03479214343793,0.557680907109495,2.49465549128237,-1.13118857090634,1,1.86643733727345,0.486563538556108,1.6288425074271,0.498805794453779,3.35037142609253,8.49308877148766,1.88111834206935
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.37309017506151,0.0615285114454387,4.55820105163239,1.2864532467808,2.79565366764366,-1.43478335229406,1,2.73258779268325,0.812118023798953,2.95266665026156,0.784743855361347,9.59770793671067,18.5079605359592,3.21474358224357
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.46517130683124,0.0623051948012698,2.70930273817601,1.08391128067505,2.86352590041222,-1.54507293282346,1,3.64836798605922,0.929705056282346,3.14811145548679,0.524311363378574,13.2638529644873,12.0595543819338,3.45660159169414
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.76683356934401,0.0363473359037255,2.68497401754111,0.431905450091349,2.48475641824485,-1.32029941686802,1,2.64309709735679,0.751785783290685,2.64510687418443,0.325502238689694,13.9090444881367,15.4294428901259,2.37819090132241
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.16349729384515,0.0243439846656956,1.30088377485908,0.919008041737396,2.5345958542358,-1.49280002632938,1,1.84807527772877,0.909317216249982,1.94382929186503,0.725370982927026,10.2287829438315,13.317428016383,1.69192992588799
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",4.03533487912453,0.0646750274442032,3.54664828460699,0.847175786936962,2.76227986019323,-1.39283454400523,1,4.25836860445369,1.19206929334025,3.06236038623863,0.337357564956534,22.7736289775123,21.3213956697587,3.2615234342901
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.26352744896039,0.0514135400240957,3.10350749243472,0.70113976907926,2.82668731616361,-1.26642855931247,1,3.29473824743445,1.08682183940299,3.30223166460422,1.08849303291787,24.2696116734728,27.5894357522844,2.83167020182796
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.99219348616111,0.0524792160499087,3.03552818799707,0.422445363934233,2.86189763475448,-1.73498586408573,1,3.58880392717353,0.746212577158149,2.91909633443704,0.32439996465649,15.6759721473554,8.41519317038558,2.83242414346957
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.16446833055404,0.05234407878545,1.78058436778298,0.951326131812426,2.80039742262552,-1.49829601040429,1,2.53016521587041,0.75809285288797,2.70764261198825,0.474792559762084,6.42252171450372,11.2534794051091,2.71142796592969
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.95543913396957,0.0737288001066267,2.66910334407887,0.869487695736804,2.3616589214666,-1.42182205149476,1,2.39181838533239,0.863932683706337,2.96054952068932,0.545326048608293,4.50808544178112,16.5478849117242,2.57192537683456
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.50385099665414,0.0271993837072061,1.51138927519092,0.748789263667446,2.04081349916104,-1.60085670112777,1,1.40666045117073,0.637949605934019,1.52218996154042,0.560525357926438,0.684293713635355,9.82167089962283,1.5083315736498
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.77526372774442,0.0376636288370839,3.64486438482266,1.55481014598784,2.28872135629238,-1.17291077545892,1,2.63833030162925,0.810415684342344,2.89053616363124,0.852636722567453,15.9184705131028,18.8837721511069,2.68119254891786
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.50710036425417,0.0438811206375453,1.91403821404971,0.755339702969389,2.62961085755933,-1.78408193923325,1,2.78193110180403,1.04086167248789,2.53488957552373,0.358149140188112,19.0235991515601,20.2999754893827,2.67261109042551
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.06559026049517,0.0329517499858147,1.78817683538039,1.10980368910038,2.45787216445316,-1.58496623591363,1,1.68132686202598,0.774861118412848,1.16539852430745,0.71131883634651,-4.39128154693947,13.0578627807366,1.64485993293225
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.40350698414867,0.0413628434684808,2.79189831507618,1.20036298920844,2.35608471580964,-1.5396449035851,1,2.61755232177756,0.865468693721214,2.59224151172873,0.518449737888548,9.86288628549324,15.1176848175948,2.4907442292864
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.9201097951287,0.0474823679772365,2.68046102271468,1.25694541931715,2.71769737548618,-1.36175832925711,1,1.68351891810048,0.780786944379405,1.9695899732712,0.820896907600899,-2.64101213981944,20.5403294660138,1.87360189569697
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.30474106846033,0.0389904084412118,2.28933289126531,0.947213990543816,2.65725142770643,-1.15845903553016,1,2.40507052253221,0.735699182628578,2.82189895152481,0.333136029674267,3.62905611059358,13.1360542937396,3.17811862333707
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.47898510602724,0.0429051390739822,2.5359994502338,0.920117487773766,2.52564960094317,-1.19446097795658,1,3.54141645800913,0.831193322494474,3.30887704477026,0.464502583997847,24.1957316641724,18.4730122505278,2.79878258972152
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.80187346073216,0.0623395664682562,2.53649202181344,0.931848318470311,2.4040789062197,-1.34127885820048,1,2.19161430305951,1.01215838113122,2.49947489421067,0.623330979270725,7.28581092415325,17.4896268539834,2.25549454171636
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.00733706631592,0.0616495861649049,2.60821109489813,0.901891449989192,2.41148364099312,-1.03137826524997,1,2.59541562722449,0.641636197677304,2.63382041152908,0.633690367800789,7.10528710899502,9.50568244733614,2.578155575213
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.16091059899427,0.0713005508363159,2.1798050376933,0.685798139090832,2.23316817496396,-1.37998653768364,1,2.53278433203515,0.944633426295084,2.12025139738323,0.444996158038946,0.409532216357714,11.4356864353053,1.94084081169
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.65613053063894,0.0333519469969818,0.704594079014137,0.583391289200129,2.40793009591424,-1.47916836824277,1,1.29312600328102,0.655739352983438,1.13341040925187,0.441595853302413,-4.32205873926411,10.7007740919011,1.16448665241951
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.33082987958247,0.0265312789097668,1.07070617247542,0.808682998858504,2.42594999813477,-1.62905741238223,1,1.04471281437328,0.712511350505979,1.03979180088511,0.461500178862681,-4.91457305302224,12.550494743996,1.94676988536661
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.0376975372133,0.0435790300996399,2.78368421012242,1.0488036844043,2.55635107734995,-1.41086073638104,1,2.1449876555097,0.663026392451333,1.71697634701136,0.457635451221962,7.62344348423505,12.6739076094566,2.2664031120589
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.88166185367064,0.0535571367698292,2.47349529779271,0.510933060599524,3.04699022449188,-1.3272812210722,1,2.38232936804858,0.667773422022592,2.57607400554364,0.290115686435645,0.534552721206091,11.4003716805751,2.56802386790186
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.4884913942984,0.0693574187244566,-0.133568431265989,0.88300078553995,2.19057825046522,-1.148523588473,1,0.0609940614477336,0.690110431740316,0.959422894665629,0.383043965661069,-12.4154921103939,11.5476605742873,1.66374193833423
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.28287536412181,0.0509505305881101,4.71083937080251,1.29811216147423,2.28911023717666,-1.42589787954247,1,3.51521038800898,1.18711325414883,3.6553254773949,0.884741283575496,6.25971580986745,11.6298686931678,2.54135705468951
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.7184369778357,0.054147735997305,2.65710604548421,0.90819670418451,2.3155238146908,-1.24150408565389,1,2.62292619672231,0.683964442908096,1.85393487117627,0.445850895868996,4.7401390130469,12.530394559497,2.56863312231615
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.62806236433414,0.0342195039895294,2.09780824330574,0.615957585633348,2.62958321815518,-1.45996928730267,1,2.40347070871397,0.843560749754539,2.38557878419788,0.532262049391378,0.103904916816446,13.6824829933543,2.52212532790359
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.21905395047698,0.0735896354630166,3.61245763905881,1.01559720887792,2.72527577842438,-1.57314297926162,1,3.43564348106063,0.833108043576554,2.97466258393882,0.632514516573983,22.1531924943557,14.8381138248486,3.10442460181181
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.47866055482508,0.0671995324087316,2.49832168772196,0.78073098277967,2.60802504180396,-1.32713819986849,1,2.80692550123794,0.718219189038782,2.22772082449707,0.332124655270838,11.432301291281,13.0199606745216,2.48595967596202
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.42122280501972,0.0455980374338125,2.50928774043937,0.880287506352535,2.1692004075037,-0.969683089621032,1,1.60405766899928,0.585647398273023,1.75113035077511,0.57507029645852,0.282057683080079,10.9438345984655,1.73101482013305
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.87040812248669,0.0296508161817149,1.45822000499926,0.96168074557637,2.48095908276098,-1.51377266238712,1,1.34916555368929,0.584780914037936,1.30037443109662,0.471002063248291,-8.51577781555016,8.28371453344775,1.7635554264353
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.47180506426493,0.03883575635384,3.85712245460186,2.68631165953484,2.45943366264993,-1.14387153473084,1,3.50197926257486,0.793610095154439,3.50418698490905,0.7967006144151,25.472926555557,18.9732238843679,3.33597567881222
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.04930849090382,0.0397251802002405,2.89495447732733,0.646949455483649,1.96835447015272,-1.17854234116407,1,2.56999744436477,0.66205454676534,2.06623810369331,0.424540661343452,10.2048858283861,12.5862381708734,2.69826724966786
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.74577509419454,0.0321697076425537,2.61540151454163,0.536534190304077,2.47722442584934,-1.25335705573453,1,1.41775034876237,0.554267041524197,1.50130744650575,0.526115020750094,-6.05462750452382,8.20983242105557,1.87178654905218
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.40188719227544,0.0279329699679273,2.72042639429799,0.775482802833896,2.38400692889091,-1.07049718329265,1,1.68809182895141,0.562869516067732,1.92285538434876,0.446644452568175,-1.1878991878042,8.45401159254278,1.88303020205136
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.71010373692487,0.042717366484465,2.89581697180546,0.693935308998359,2.68290424823627,-1.36356883527966,1,2.96431144042235,0.51522921723556,2.65611149541064,0.395667302439511,10.5023604936812,6.42716898199228,2.54029428958953
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.57923435679968,0.0396090264359822,1.3911160032282,0.883102496203944,2.56799040302432,-1.31921148308103,1,0.96635362897963,0.570612141982743,0.846209711523151,0.403873451117836,-14.9648318584715,8.45745858604142,1.29107847139155
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.17140396379041,0.0502757100433127,2.87257940603882,0.641911226701797,2.45767156602269,-1.34048671020142,1,2.17600756149791,0.576830476223161,2.26836687983077,0.395302027590511,-1.55511563215829,10.7476034331623,2.18162712991828
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.99325308010356,0.069163898531145,2.66647970285776,0.603910359665861,2.50243846127251,-1.3696077384781,1,2.3618846708284,0.713630045961944,2.89466193809592,0.425879125405542,9.55208662227902,13.7201577245402,2.50038560809676
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.00285708275229,0.0367185926351374,0.169638390423835,1.35332852020086,2.82283376527554,-1.61972752511718,1,2.15650589476869,1.35035116343961,1.79960259847624,1.27467514028983,-4.9465445004404,16.0619099590848,1.58953542195178
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.26510277121003,0.0666259977116082,0.684169867532912,0.861590860291727,2.4925661044408,-1.56295862623842,1,2.53001092624811,1.29494573120945,2.51372452039566,0.353591688356789,10.1509364578161,25.3622144958167,3.05972513458899
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.75886356587745,0.068108692249823,4.02457865725111,0.523609163456442,2.45395488454493,-1.26393181635518,1,2.25479435210387,0.656689328632852,2.5982240852429,0.357573996983671,6.5697373469211,12.1851350566037,2.78972471035244
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.62113719352781,0.0393796257595603,3.85892074443459,1.02762134017673,2.22156113968693,-1.11228474753108,1,3.02632030758937,0.941097423028684,3.51756482272702,0.602312570854157,13.9149401876518,11.4504536269624,3.03434015171405
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.26192102276758,0.0327692174094744,3.44107456684437,0.769244354672184,2.93134136752424,-1.38768906707554,1,3.90013168682152,1.31061543426248,2.55292668600303,0.435419863093963,6.92410566942038,6.67340397677204,2.45799379438387
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.24300203973503,0.0609436363387029,3.13379259409964,0.667888593920759,2.8220907526908,-1.6704374522675,1,2.86294543424748,0.656458099569313,3.07546343674204,0.420554456420806,6.53676301601361,12.4992909356905,3.13761999748732
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.17261737437119,0.0321346984161341,1.89706779151758,0.576406662339664,2.91036309811915,-1.38409579813089,1,1.08190393039343,0.596124894497303,1.19177693479081,0.516510194145893,-4.58232578176981,7.60961899941469,1.24689597471286
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.20373499837841,0.0636341197859788,3.00503366328153,1.47596474873842,2.51096110269397,-1.21583711506223,1,1.98547524390827,0.960361925125049,2.01940499370054,0.928299922803805,5.94308599668503,23.3111972269607,1.96847733209869
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.72419358741173,0.0391272532320501,3.03318151141156,0.702623540993575,2.43252192076306,-1.69320616682277,1,2.53642280154834,0.730386068018242,3.42466958276053,0.398578548374578,12.3712938814771,13.3691151455257,3.17672452351723
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.90191254139356,0.0349361840210251,1.59109193064342,0.955711406731161,2.84221403386827,-1.19987282980815,1,1.49315196313931,0.580587708103569,1.20634506398011,0.415114566477192,-9.34131755833765,8.29525938973168,1.58725293664493
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.1248691569934,0.0365371425529599,1.8378943637461,0.638044353944133,2.06196278307175,-0.694137382032537,1,1.79603936299691,0.787757037673155,1.25719995083106,0.408027516881514,15.431649083164,16.1313071115534,1.06448443629572
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.06916175730979,0.050256830147746,1.42646955955536,0.719537575708177,2.65640071307741,-1.57179147809619,1,1.71453640382186,0.58083260723223,1.96379711709744,0.379825191912841,-3.90005578392938,9.19220077513033,2.21233676591582
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.21842166255925,0.0800290993428709,3.48693504330567,0.567921738958418,2.25095388138134,-1.35714702588642,1,3.58631487779033,1.02252833057172,3.41633545267689,0.425121144147341,11.9806969336328,8.43167168131791,2.93471621050296
2500,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.33104104958184,0.0300126120856785,0.959399962401927,0.963326267324939,2.1677113574647,-1.2529493930198,1,1.28394936819301,0.807669227829112,1.93769484002837,0.455077557419907,-2.94047142537012,11.2794271261999,1.56002437985666
