"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib1","sl.lib2","sl.lib3","plugin","pluginse","onestep","onestepse","oracle","naive","psi_hat_adapt","tml","tmlse","tml_evm","tml_evmse","tml_mid","tml_midse","psi_hat_cv"
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",4.54206399554396,0.151565134375328,3.02451523593724,1.65193631482615,2.44821532267393,-0.774507792133385,1,1.75436666352669,2.32132573579256,1.64993514409615,2.08452564598798,12.3981624007076,120.049883919056,1.68706561680716
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.65479324938382,0.0745481986625936,2.5308521819148,1.74686127970428,3.32437604660283,-1.48752857340763,1,1.09187858724725,1.29367030101499,1.31159582567824,1.19185548647297,-30.8950628481876,64.2419128791961,1.39761017698968
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.28017286587041,0.114910163794763,2.2849186584368,1.50014568044174,2.03648484183952,-1.13812815547482,1,-1.55708142963737,1.91297126748491,0.340712894504039,0.752345168580503,-21.5985472042543,51.9859407196675,0.502297138807642
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",5.72851493659657,0.12492043856619,5.25436688338825,0.962584868002196,2.2870513561655,-0.930636196245038,1,3.00154828203914,0.977325265350723,2.65901388942543,1.05961520664867,-8.2729861239618,17.5589853570385,2.86317899691695
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.76017821229941,0.145382761319745,2.1073219769552,1.91511533867431,2.75760534729321,-1.69595684097637,1,0.790088721014355,1.05490207081115,2.20628925549516,0.715585356870919,7.17625771451929,14.2017944355445,1.49122641778821
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.08680461359461,0.0618422487776213,0.530476975759222,1.25170251599458,2.09619427888535,-1.23635383575022,1,1.07379143264301,0.980319831423191,1.29563096649486,0.892802803399532,-20.2612800757939,27.0983699580078,0.928256866455463
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",5.59638140239512,0.349826403101662,0.652861397905104,4.90397685872574,3.10996055345768,-1.38854185209194,1,1.73515075248452,0.963740133264665,1.31390714360935,0.915929685157584,-12.2637158313133,18.4419787591314,2.40974807636594
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",4.47889470029932,0.147851574824766,2.32014708683638,1.45994479343771,2.75032820648517,-0.958432109461185,1,0.65076853666695,1.20946054512973,0.636518366573855,0.717592481171576,-39.392001183485,22.8932619300277,1.65035487135652
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",-1.16809202183711,0.325419373360851,-0.614929273787434,1.40162297818179,1.96797593928437,-1.86951558047067,1,-0.0701893402925728,1.03933008677175,-0.624276009624963,0.804953130356538,-38.4575953457639,40.7836096941259,0.543700248242442
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",7.01885590606598,0.692607344581984,4.37373170128201,1.6317333267038,2.2772783815691,-0.862360267730191,1,3.80618730430108,1.3972047617828,2.94494769651137,0.569394465742756,13.7918915878642,34.198664019593,2.03576492721444
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",5.10636125734017,0.203637162713059,2.21144897743614,2.65878857342722,2.42235413276143,-1.70292801412485,1,2.62592629529416,1.82735410196954,2.4574183050467,1.61023610984901,-70.1714083059194,95.552707175689,3.35307601044691
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.28135023726564,0.451503995640182,5.49400888358528,3.70561760030231,3.13812548839151,-1.43493360244871,1,5.23409767595628,2.7667653101172,4.58606054057816,2.70138625873835,88.8683201924756,174.325908226696,3.79299844939384
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",1.06576925200444,0.133450163413559,-0.436015686893102,3.97462810705685,2.51081735828957,-1.35575635162497,1,-0.684989677141856,1.91676911923548,-0.412171015957617,1.06544478905325,-86.9284141207775,64.9249621232154,2.10598366204384
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.10181382356879,0.0737462482598837,4.14455303431149,1.2866366308532,2.32989065717098,-1.4262032458525,1,4.32924595417369,1.62058751914318,4.37246482785302,1.69446969745685,49.9361260498642,83.3138135331905,2.66104108667038
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",4.53317228308668,0.165279196447039,5.36432032292708,1.34693209421389,2.54174588094396,-1.08187398472731,1,0.755823757565592,1.64619038653037,0.97903791061958,0.803908427558742,-99.9852729216268,70.8704505619984,2.13534000645979
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",0.278630631295287,1.04121150152715,0.141616235168549,2.27589586611897,1.82673057766197,-0.67464531220111,1,3.00644278232134,1.21447472813044,2.16529651521323,0.589384606069362,-0.297783365106585,17.4623404475727,2.23525739785919
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.55617445394986,0.129646479040026,4.05300259278516,0.91391756430565,2.17173942957697,-1.07200679867727,1,3.87430401298919,1.55082273124468,4.82000322430782,2.34671254412703,57.8645915746919,92.2310657293104,3.57363670059147
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.39237650651648,0.349164618727075,0.763446494213328,2.34764019009426,2.95832694457974,-1.31433777192963,1,0.81787428929839,1.58452800476694,2.08296376451259,0.743282951355003,-67.2416240844714,66.4564249466078,3.16680897808698
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",0.575740760574947,0.0463338736111112,3.54722140973014,2.09637467915016,2.14211918489839,-1.42097311288665,1,4.29148927793265,2.60698065632946,2.96083578593686,0.617681664284632,75.3853796996988,115.321135371812,3.31341708147713
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.61430918880592,0.175425904817774,2.68044674659462,1.27610870699204,2.72595463590906,-1.30826984138395,1,1.14305457142439,1.34117928330414,1.9281112673987,0.637925907542636,-56.2336685346933,55.9470435640819,2.32151193033363
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",4.20858666198375,0.148009475065495,4.74615531414871,1.52099206782138,2.20503182651973,-1.22022266513895,1,3.03950699869194,0.881364377940653,3.19333040594036,0.872013755194548,10.9460077652395,21.163268174417,3.12661787750114
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",0.995750857981843,0.0559513303458225,-1.57934258447759,2.85577676567475,2.52501807803622,-1.40240104424015,1,0.295073425468223,1.75484731891806,0.898460329149014,1.48183974821332,-88.6770226829855,110.654699356762,0.85806175602453
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",5.77025228694718,0.351995829316842,3.83043179200388,2.15193175629152,2.1620902308044,-0.612798832554326,1,5.44502583089198,1.69659127730789,5.54170046924165,0.730124767536816,29.0486113282605,53.8356425219659,5.46689612179462
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",-0.0505373327042469,0.126089518672102,0.994853834764348,0.972421742391709,2.72391056245222,-1.69650925637815,1,-1.5094928880266,1.33619435046431,0.691943871114993,0.668727947186522,-5.49523667628989,41.0121642453952,1.77632925347507
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",6.65851043250452,0.165291240430709,5.2584926443574,1.31402366997649,2.68826228380398,-0.919286718880429,1,4.77150472369848,1.5015745497331,4.50973391515703,0.819834697666308,8.99524644625548,27.5261736551446,2.71269727669012
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",0.485442867605785,0.189114102069876,0.234807517825518,2.12744064175381,3.31202887522861,-1.88927604693863,1,-0.384005723584755,1.20803647144204,-1.06853823992937,0.579980683398551,-65.9699939202285,32.4661996316696,0.82169477527036
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",-1.24389954605719,0.239052565420234,-2.72334073124635,2.66627904627082,2.57629293960149,-1.20673487356232,1,1.06436139901066,2.74791531596608,1.51976242189862,0.888665050028654,-26.5884728919761,272.646115899716,0.886887794983112
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.75244161557953,0.121893797639986,4.88642984228592,1.33698337144555,2.23544293051632,-0.987403686302654,1,1.51119228388398,1.11015567898196,-0.601830103313903,0.997391478656607,-16.2959265298102,35.6886352916026,1.97021242114329
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.19887229522654,0.122846389251162,1.18630249785134,1.05984149832756,2.44722324860382,-1.20272103925461,1,1.41544502960559,0.800202991546652,1.5129045872935,0.822979645689337,1.66588276496304,20.027964217271,2.03177573207933
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",2.72254110018156,0.0766883649767915,4.39660241515172,1.08484087749868,2.17341787095255,-0.85607974982356,1,3.66594996001646,1.19048296309252,3.08509815761325,0.732764713914813,27.9119418002612,22.5566379113361,2.29035547232579
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",3.87615606582762,0.153604536962551,3.31047292804037,1.08875596111831,2.83544467059238,-0.956974873799769,1,2.40798308501276,1.34901480010228,1.66977401647188,0.785206005986005,-35.5913554804422,34.056516254671,2.09403859092763
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",6.70444893114851,0.17672079867497,7.07318139682397,0.595079579146208,2.76925097999962,-2.01790953355737,1,2.71916437547667,0.511436231732859,3.17402575980608,0.390872405545266,2.32329915235935,8.90202600832447,3.62280224704523
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",4.53959285358659,0.186926204288542,2.90063818910498,3.1365515453444,2.64000351452061,-1.02093004276774,1,5.29785540678801,1.71187694958177,2.78215250767674,1.03147505668474,23.3925163639947,45.5430353586204,3.91108719760671
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",4.43198881500082,0.204789802320083,2.09061286764301,2.23150339608043,2.66104603512081,-1.235145774595,1,1.33658866658806,0.726794333693247,0.935844835340127,0.494055904127469,-17.4959636323297,9.03141363140228,1.46108400396602
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth",-11.9658936409841,1.90521756162239,-7.40868130827492,3.85787610152231,2.975083646051,-1.25433976943174,1,2.12563503753141,1.50294531507418,2.26706374923042,1.05879065541256,-18.4823330971776,23.7101925079692,2.10720442449341
