"n","omega","rho","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","plugin","pluginse","onestep","onestepse","maxl1","maxpi1","mink","maxk"
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.34069719805752,0.0465096239605162,2.82041727875666,0.236624700800412,0.998174781634188,0.83082622259246,0.117402402222341,0.924691538838902
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.44542730071896,0.0449167049140768,2.62501209914292,0.181463948102071,0.999569741386765,0.84741602283641,0.0791367549426665,0.952040217576413
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.34193420102161,0.0471015511130384,2.59386967312225,0.229680229393518,0.997467480955053,0.845113398331722,0.0915165260095147,0.921923222998739
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.42253834382885,0.0432563974711733,2.57068690349073,0.204445334729261,0.999527855528756,0.883739276284114,0.129394851469891,0.923653763670776
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.18877425365198,0.0455585111304473,2.5254034825067,0.259364415063828,0.997522213974714,0.849228394579616,0.110378292889148,0.923747094059512
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.48805333716907,0.0483137171545543,2.58724504982643,0.27252856278764,0.998646516201646,0.860439419829921,0.0883015541129769,0.921367784655362
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.55511300313849,0.0395393555371429,2.2841462499472,0.173521579978708,0.999903263998048,0.817687637592389,0.090896197542656,0.956868034462974
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.25791626373671,0.0476328246950243,2.63170742614215,0.202607109509943,0.997746388759611,0.831091932839053,0.0976485234889802,0.936941865037886
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47193843905089,0.0442820223190513,2.38367409476028,0.204854198415542,0.997847382063711,0.882242159499847,0.122726508786579,0.916543471467567
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.36160432424415,0.0523156678151016,2.56351568571946,0.286774030981394,0.998886465339591,0.842347800685762,0.113011640602227,0.920196927062182
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.48393875368333,0.0380932924028214,2.62041617336097,0.173128114599279,0.999133010647634,0.834306360551204,0.111680227620285,0.935974700092111
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.398491107844,0.0430289889884038,2.54875020500579,0.20084004742416,0.99750934780097,0.873422043807772,0.0804785642832921,0.918948390809309
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.19279001789753,0.045218724922859,2.77006565123823,0.217939571332022,0.999094918418065,0.856002329478663,0.0952209744615847,0.946730818500518
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.32374724737379,0.0457186745421993,2.57268394769353,0.183500858230232,0.999243525823344,0.817664866737237,0.108598687990395,0.940262611464574
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.16290254800154,0.0487890759464294,2.41834126225441,0.249950852678123,0.999931805730728,0.840576137335474,0.0792229367544634,0.941351836367476
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.26165101354808,0.0446854369709593,2.66809406465932,0.234589403154473,0.999391699798513,0.85777600341429,0.0978231081956822,0.937879865324866
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.31771918245948,0.0437952167945033,2.74354179449216,0.196933827310314,0.998898439539267,0.833511440269844,0.0957515618289008,0.93764977199465
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.46702078245935,0.0390446005988921,2.46094300953291,0.15367590737227,0.999948652609504,0.838305595215865,0.113582276690119,0.930361151812966
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.49990892045238,0.0424125329113643,2.56207719107511,0.185427753564365,0.996183948154043,0.858486341408933,0.0902625641639759,0.928144713157879
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41927291849695,0.0431262744210646,2.67067799311192,0.20275961295569,0.999225670127401,0.886915181260098,0.0949589131182215,0.919637281389444
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.2994688560623,0.0463325405298863,2.39678120425406,0.214389329701183,0.999745040896705,0.829085646690794,0.106533340661722,0.948461242208656
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.23390889947457,0.0466558586148986,2.61142802088066,0.244081552025376,0.999132486920111,0.862887010533348,0.0758186511274673,0.917252040914425
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.36435922304218,0.0478232383560435,2.70277136546094,0.236901657171849,0.994050513304568,0.856548041541651,0.105607518506282,0.930979382168452
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38264333442766,0.0460777951557653,2.26184316713021,0.223858839805556,0.999533743061675,0.840449332593255,0.0954873416281282,0.944645872023682
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38460907396012,0.0518677057773205,2.20406301008203,0.291490654580047,0.997223065061086,0.866642009553581,0.114389108802117,0.915754790060593
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.25417304390025,0.0495012572180822,2.54817635571631,0.229447377005317,0.999766803072665,0.851322824560612,0.0843187539378471,0.912211804451077
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27921198176037,0.0401528826368715,2.58379553029663,0.198984841632215,0.996081972265295,0.863440495331574,0.0949424911395487,0.927543258748159
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37103895825121,0.0447840149827913,2.4400287991253,0.216242245516217,0.999599299525773,0.877919274412035,0.11781719706391,0.945638736400523
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37060672220626,0.0470151505571304,2.25350571948477,0.255659418384061,0.996407877849143,0.841685951728303,0.122978028780621,0.933640013954226
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.50791986087601,0.0507805568552506,2.46073221271897,0.252729876753498,0.999665276688318,0.859736573196578,0.116838745808973,0.90814972736274
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.40593530383001,0.0371073835583295,2.44144532369955,0.155574687983732,0.998735657996193,0.818491686447958,0.0757899825051542,0.933495936448697
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.40292733887428,0.0408856477364178,2.5665169328716,0.175708871911965,0.996173523418696,0.854818338558368,0.113609721598852,0.926944919963962
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.35617140262935,0.0471079294095744,2.30696866309412,0.256949424588688,0.999368319195594,0.821634087890078,0.0956352203965501,0.926844562486522
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38150017029878,0.0429133419394072,2.16450718439226,0.230689715469474,0.999822416592441,0.865875564831589,0.0844601980721186,0.952700315104225
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.21728352484309,0.0535650085461972,2.55459862003687,0.262029283757713,0.999805677123069,0.879622767097766,0.100385083834148,0.929845850397373
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.58290910750402,0.0377719421074413,2.39638595823196,0.176278873904021,0.99970964652702,0.840785271343818,0.0847589381283448,0.935174843144595
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.53586795663742,0.0392857624823883,2.1532808619277,0.197237780653719,0.999062323439054,0.824071384928916,0.0856456099501905,0.923615864985496
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30605944969221,0.0442678385964696,2.59578261863445,0.209873708182968,0.997142492594639,0.85645514488057,0.103456414827733,0.932185216875656
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39133751572354,0.0377860244003125,2.48912463374849,0.164212573660754,0.999355444018727,0.84963131480601,0.101035629529116,0.928530971664302
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.2234216283753,0.0487279041312242,2.31404823711679,0.242900699872812,0.997993605261205,0.876613776565462,0.128906230964523,0.914009484626287
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.05740886752424,0.0520135888709812,2.83733284021576,0.28095924238663,0.995925809628742,0.887900736306618,0.0955133805006447,0.914712477924164
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.51000638771414,0.0457541774496266,2.32291129903392,0.226397257416947,0.999529006856059,0.863075333108649,0.0978339735052678,0.945092956911021
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47212646883645,0.037423409473727,2.63841133995729,0.170837973494199,0.996521281004672,0.845764601481378,0.130013328127802,0.911639888347521
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.13567809021899,0.0412521172629552,2.35098925572268,0.18527114299162,0.997841677913495,0.863657139072736,0.110537616569193,0.918112505900587
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.48970045905343,0.0429459484783774,2.56067039234307,0.209447167650903,0.99752220736214,0.842985037598643,0.103340443331747,0.933857022662012
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.25252916725505,0.0439935122364981,2.20076890089434,0.195630666533955,0.995219736778351,0.84613333784643,0.13244934960301,0.93148589679594
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.18423083850683,0.0434786635709692,2.21067956155639,0.21144161568462,0.999420296670279,0.847848397803648,0.0949806759659378,0.942231939012669
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37399742689864,0.0412701451507076,2.34886071573232,0.193849113673155,0.998982079107483,0.823704991812369,0.0742168603187305,0.912805848585448
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38354822181989,0.0362534018441951,2.44887660216418,0.151728011478316,0.999218941097516,0.85491598153313,0.115918974857574,0.910336321405219
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.50227594576271,0.0443739504180703,2.37912059491028,0.216929990575283,0.999463740927008,0.882055742779128,0.0785390027398491,0.93514197959272
