"n","omega","rho","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","plugin","pluginse","onestep","onestepse","maxl1","maxpi1","mink","maxk"
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.40803423918424,0.051011190273227,2.59263436953326,0.250749062689736,0.999809698324809,0.910448676001964,0.0772145941737471,0.925170197914311
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.44926349948641,0.0481206470896895,2.45625517513058,0.228723117334777,0.999654427631837,0.840260556994709,0.122905550556621,0.915295543049082
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.50405411017622,0.0463950860286299,2.55778205907589,0.216023803390027,0.99941044596559,0.854320096763658,0.120047349229427,0.937267300411294
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47602989165308,0.0465306947170028,2.33834641828188,0.234857899979761,0.999819196106762,0.862329242736466,0.111024663931551,0.93952027579106
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.45406905374288,0.0432861750689748,2.54312439256732,0.19966551068514,0.998614938708364,0.839012361654271,0.125812808450292,0.918644596595234
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.24783634749161,0.0489765512443498,2.8127997546677,0.254019271027464,0.999549374486094,0.868754397263597,0.0971598455362751,0.935976393288878
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.29739799914853,0.0391324173552005,2.50022390865364,0.170223547922984,0.999635247192139,0.835615518738092,0.105350689154379,0.928530577596667
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.35847116387872,0.0390980649979319,2.42967397458695,0.159999046650569,0.997115752059703,0.819089192347901,0.130130325710946,0.911520633630794
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30840632656373,0.0444371015747571,2.43077916606111,0.196433843183398,0.999903721951706,0.853831640753354,0.09441344573597,0.88558284754856
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.5098085899295,0.0384971052011804,2.6986470360452,0.17067041629866,0.999756998234946,0.82993646053565,0.0915958926642264,0.931847335027931
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47411653853557,0.0445107380629874,2.3617727969776,0.235011171676849,0.999813688620344,0.865397637184122,0.0971855510915452,0.928079193495276
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41548619329085,0.0439153358174699,2.28336308903625,0.267045210611718,0.999486382083586,0.86078776271167,0.105807564320633,0.932274425234655
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.42297917568593,0.0443698112870052,2.33303878003009,0.2263376607093,0.998751751277089,0.844964099797654,0.140203034456621,0.929761562128403
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.26364590741675,0.0510799140320454,2.67930770564026,0.34854628414799,0.999594278410477,0.870506367851374,0.100336223428031,0.914668247960335
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.58662497792894,0.0406251302593363,2.48996594514802,0.177649345037362,0.999977992157059,0.83494593116576,0.103326950506232,0.931099271897433
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.49568049243113,0.0417033073488536,2.76444214226448,0.162027435953078,0.997247061811163,0.840087483913448,0.0935998840726714,0.931657193632903
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27437656751758,0.043649880682863,2.66502960041519,0.176066899501309,0.999857582254475,0.81653082790578,0.0972923550853304,0.917926310247273
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.13726880969649,0.0479543028897944,2.76852494626972,0.221370049936373,0.999169666758361,0.884299703502754,0.0943075958419211,0.924072024122771
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.19744374541122,0.0388027062650214,2.51343164591581,0.186036232885957,0.996587115679651,0.855252417180852,0.0755198989694529,0.962730772453503
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.42846856140745,0.0501259883634266,2.20376294533736,0.281763970542361,0.998944518300751,0.856627294143339,0.148717403038203,0.931405985790008
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.42137321841288,0.0466605048860449,2.04829247327532,0.271140374794512,0.996184721494799,0.851532789182085,0.119126134022047,0.921518594321694
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.18236501263659,0.0431117609321033,2.63074551952598,0.207968402243815,0.995320663411459,0.855659130435443,0.0939231057334693,0.905606480637617
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.05226496145822,0.0500347410559491,2.19815067794502,0.258967224132631,0.999703781035894,0.868512344436105,0.0900465061639766,0.916147403055801
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.26465614898547,0.0345636663134809,2.4893646260416,0.142768364545125,0.9987031672238,0.837446213082697,0.112345322142568,0.915368837709919
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.64423642230878,0.0382216113517536,2.50172579896127,0.161409110788155,0.999857416361849,0.852156658891092,0.114005861729742,0.940571629082766
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.50290456582814,0.0363217763288472,2.68304541634735,0.128750517244325,0.999876068793898,0.8348993469422,0.10714400952687,0.937911356265201
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.68251709082376,0.042539518707598,2.55829612078947,0.232353362113478,0.998528321289159,0.872505090785252,0.117409755378892,0.921225709039176
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.31203987552055,0.0481089998213968,2.68532949801566,0.238552129136612,0.998845970100163,0.837982036983796,0.0839470505901877,0.929771291098573
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30359259579317,0.0463186641436582,2.36503568021712,0.207322202360248,0.995136799296853,0.885572037980197,0.0546529546771484,0.922268616696284
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.33306482868505,0.0412751398002524,2.05448818625936,0.175641209846212,0.999423484733856,0.804838713584384,0.104337696753596,0.918974340449179
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.49777889077849,0.049112152827066,2.47863162256672,0.271716026408279,0.999523453345444,0.875641731265441,0.114715668133708,0.92998976685842
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.6767390409889,0.0457669335677248,2.58684545695056,0.228720852252668,0.997490172773204,0.864658409075563,0.0992975568744699,0.932957310639666
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.05673761683763,0.0496659446229908,2.43930685758496,0.275660422754308,0.996212848493895,0.827497174609178,0.091440911326773,0.923024532162419
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.40121290775315,0.0386947970720257,2.24467173830265,0.16780586799254,0.999675133230882,0.837062998209108,0.075275231692266,0.939867332786787
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.44096398609557,0.0398659795772734,2.42953695463405,0.169727125641656,0.99987440283545,0.812622727029834,0.135387900949462,0.904004642243601
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.05926183876482,0.0465612480390464,2.2965991691936,0.232122880986685,0.999123606000614,0.841947973226314,0.0815662198740774,0.934614469734132
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.15684589445271,0.0401865078715551,2.74766278541738,0.178743982115625,0.997217962819618,0.819267292408159,0.0829861406111093,0.938661295987193
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.50305851024673,0.0435247470618896,2.27415693611591,0.199966908066575,0.999551073538229,0.858208621113592,0.102505898201163,0.913643824782893
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.42293244180508,0.0417720622534149,2.66501053691165,0.204395375317355,0.997385182247182,0.827910557829096,0.104754778588434,0.937773550463523
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37596354449783,0.0437675790783371,2.55885213346663,0.179329875964492,0.998891778121446,0.869248531224886,0.104162246941519,0.91276077806386
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.60037031948983,0.0423172835436932,2.86497234264947,0.150504693807625,0.999617103923351,0.874231657219162,0.0979398149450161,0.9249642038376
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.29549114555142,0.0381852549483759,2.35496531518997,0.164959234911312,0.994872526767602,0.816776428741004,0.117289337386803,0.916132784749542
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.27931278615375,0.0394157997302534,2.33346909799881,0.158380511879055,0.999697188048236,0.859746814467665,0.0923782629258597,0.919549906994803
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.42044774263436,0.0403581820198581,2.29193316546381,0.194065623794192,0.997890948372693,0.851118924925163,0.103011402102927,0.921568578749466
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.53254410523906,0.0402211933799288,2.6071135425268,0.167761588509936,0.999586243089866,0.845016359017726,0.0986594388265995,0.922169016469887
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.56512952520712,0.0527913714084739,2.44259727919698,0.330605292753736,0.996948443353624,0.879338611583374,0.117002846885806,0.895080847389413
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.50850215807109,0.0418579075890917,2.53012590928179,0.197129254817613,0.999550329688826,0.863872183876798,0.116830097977289,0.922272604522196
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.60269033199326,0.0436013752068559,2.68520087929148,0.219777535106943,0.999764378124214,0.834580983115452,0.114094223370592,0.925735880776628
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41007468912376,0.0435768608974843,2.24609486634882,0.223951768057922,0.997423932776335,0.831521425851366,0.10138551748799,0.918667019065948
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.35213701545342,0.0428527569224203,2.40886783791411,0.182917645327354,0.999634303038281,0.864247816188491,0.0899030799453309,0.912655875373697
