"n","omega","rho","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","plugin","pluginse","onestep","onestepse","maxl1","maxpi1","mink","maxk"
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.45446754551132,0.0508865903632598,2.55196172831166,0.248830156177556,0.999672771082104,0.841843925391627,0.0946537084515695,0.925328958029939
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30355485817528,0.0507122424916833,2.40691456972284,0.32719658724662,0.999675261641487,0.85149446791299,0.107991356320607,0.926959020915416
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.51902484373119,0.0382081818771595,2.49715838278017,0.170362326141114,0.999373792777736,0.812889298575262,0.0997279723811428,0.939992968510543
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.08438225561417,0.0459792706374813,2.48712954368776,0.204256655713622,0.999745113094632,0.834106946811274,0.108611152481289,0.940344607525148
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39551914159401,0.0438244772337418,2.68992458529699,0.197746912676745,0.998922104215492,0.860002831479784,0.101125470780094,0.91080192958938
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.16524899565427,0.0478860682576398,2.75670389580001,0.215322844480219,0.999636003179949,0.823937202881568,0.102584259578445,0.916068450247678
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37262364182486,0.0388305678748493,2.52775734729222,0.177861311438412,0.999570754050722,0.838606350646833,0.115745890324393,0.935695583016165
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.35339952072316,0.0448728985397469,2.42386102843371,0.222585126876526,0.999413278987393,0.833796150960666,0.137897458194398,0.932478593302902
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.44426349130247,0.0436662764389415,2.33019966311038,0.250693086627833,0.999799596131388,0.84827453585358,0.0866109428478003,0.911579527411252
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.29110937417198,0.0421330180229611,2.2528772412735,0.202900818264874,0.998046157896082,0.82403174322819,0.100346928523393,0.914105788282865
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.42463602886269,0.050340190870485,2.23262413758772,0.335353954611258,0.996630551698711,0.856522538227331,0.102787598814259,0.924473328080144
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.25925738635891,0.0403549054247379,2.54275169683601,0.175710790095068,0.999947619768311,0.836983265021225,0.103625140630346,0.919577294175933
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,1.73504908581271,0.0505268480836188,2.60790163645068,0.253606453083749,0.99653058391457,0.847113660249694,0.115710737378716,0.917085023081657
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.51185917965401,0.0400622479927855,2.51105657170001,0.177155552388929,0.999575458355132,0.871149169292826,0.0997610187604217,0.894314853944278
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.3328971951214,0.0435909040458925,2.17955563087265,0.206684898030819,0.996993025286137,0.849410104671727,0.102027767825344,0.920244800846518
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.67368555724814,0.0427365623602717,2.33678054265712,0.209649323344479,0.999697296673677,0.844869493573719,0.102705925426589,0.928427535114756
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.4731413711769,0.0464767632824039,2.12560970827731,0.261737885976881,0.999620359559048,0.873090747643109,0.115997581110999,0.922192652459472
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,1.99516863474986,0.0532666482121045,2.38185765862745,0.281986966991951,0.99980724428147,0.88014205809835,0.136962637398224,0.93641052816357
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.3228358100508,0.0441945419203252,2.53663246338108,0.212667129345903,0.999300767963183,0.83348011831201,0.0946172113935717,0.928483080648016
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.29112207484704,0.0419586762588346,2.49939757261982,0.192694282291636,0.997416637841465,0.850484760404877,0.0808710979918917,0.945904857160807
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.17330613379851,0.051476324821722,2.39514432040297,0.268904680800907,0.999663377217709,0.864060926709082,0.0832068891659095,0.913587062287299
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.59576724708591,0.0481147251627379,2.1010433459543,0.265387609244887,0.999751611862261,0.848414986679987,0.124440911516615,0.910840437992934
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.25796066271716,0.0478171249978133,2.74065837886298,0.254066764427723,0.996258561253979,0.855776277408435,0.107157997593455,0.918953832915235
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.26498253283086,0.0469238857665005,2.16403037776438,0.212511739157861,0.996340065010506,0.827280765008828,0.105030651453844,0.947180129464289
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39117782428719,0.0409130060219297,2.27477442188432,0.198814481953807,0.999061095327563,0.844632512845908,0.089237972518048,0.941785282470834
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.26169992489588,0.046537587256217,2.49946836940093,0.260851765350515,0.996380749622192,0.853501843773525,0.0839231095648848,0.933902388858767
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.34799596317063,0.0435546635848259,2.58572310798013,0.197364623663663,0.999918896789025,0.841845991379203,0.0559145319506327,0.935002102428994
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.3068507365577,0.0507249183600926,2.2980296936658,0.25342173206706,0.999674405739346,0.873150001819552,0.121513523350149,0.904610459726342
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.14240049934604,0.0475499339163732,2.44088220092976,0.186687014966135,0.996719219509445,0.868251633535471,0.0947567072191858,0.918087517695535
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.49271266369912,0.0410682220778139,2.71181301171099,0.184459737087442,0.997136057524432,0.845997552917323,0.082072402869578,0.925348719209457
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.58148553690602,0.0465511257629307,2.22904237809705,0.299876534182746,0.998326333119876,0.870201828444934,0.0887846454371146,0.943962255984161
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.58131621576041,0.0433803691970155,2.5597225260742,0.2423748133691,0.998249096178734,0.873839791975079,0.126879826958057,0.898044702828092
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.54223647385622,0.0514969664471776,2.47601069220365,0.382544925738753,0.999330900451118,0.864785904303061,0.0938073505744659,0.945427572164418
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.43988057594585,0.0410637835209933,2.62978448397608,0.184542036921759,0.998429116582229,0.877970579654995,0.113232475807666,0.901167429202257
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.32249436273454,0.0538627761341395,2.94880887054078,0.291933741154032,0.998933624545169,0.886315474832446,0.0959649469662392,0.93404490506369
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.45463341491295,0.0417577401487789,2.4852747332965,0.186009902991006,0.999370217657063,0.846367530015514,0.132568725021025,0.90553703248453
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.59266831685134,0.0413611614842257,2.43477882551641,0.180480968313778,0.999667974949649,0.823957661731826,0.0982360614849864,0.924265660351169
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.34169670653603,0.0528788876940358,2.46585386886727,0.265708640767677,0.998044514895225,0.892307775079846,0.0804442600847358,0.928808088410663
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.18777765726458,0.0510268443807095,2.11536697440268,0.246899593249191,0.996653884159434,0.841135086870488,0.128922802136731,0.931632415417218
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.25827191070267,0.042914532187836,2.35680732435995,0.210739221214355,0.999853500442395,0.882086030504985,0.100438205028652,0.929912060890208
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.58340552042981,0.0395985609548228,2.66535249766059,0.179488250383063,0.995337191430795,0.831796411540143,0.110059309707514,0.943674271284418
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.31814545702121,0.038425822712615,2.48704288398877,0.160490028662849,0.997886223913401,0.823381049136582,0.117201153305432,0.93300417324925
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38850000118235,0.0422764542068724,2.64230885412416,0.207307539250844,0.99982855292231,0.859618220788383,0.0872596350498837,0.920204794202413
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.39662144382662,0.0387744492604215,2.56317950898229,0.167520681489102,0.999627900001584,0.829499187085106,0.117719461323565,0.894716397001572
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.52093039165125,0.0369766388813152,2.53965597325697,0.162101563393852,0.999394796216209,0.832236844215691,0.0909569298732311,0.932752074521386
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.55447564870803,0.0394705451676233,2.32694308171018,0.194190809195271,0.999834129100569,0.822147650912011,0.0912173350346072,0.924691767848086
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.60984398629537,0.047979278868876,2.53902823456949,0.250128240151217,0.999907637224114,0.881848309466065,0.107887303624016,0.949006936553918
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.45236433878555,0.0431996110106075,2.41420149609409,0.200990248376545,0.999661514348676,0.860045111091155,0.0999147429085901,0.934703592303482
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.28222675447405,0.0496778480978335,2.25527795738844,0.219384951942271,0.996544759012699,0.874844837320416,0.0985414292568581,0.928937870012267
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.28282269590128,0.047955768717829,2.21055842650317,0.214182835042694,0.997812200385881,0.889234527855642,0.107619462520983,0.941398919739867
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.40163073494152,0.0422362840512188,2.48579867588798,0.202802241462645,0.999626539390861,0.860524548178582,0.129916818823694,0.908346027741721
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.17373950354873,0.0410647321914007,2.52643357779039,0.181246557957651,0.99773426081295,0.847540770831345,0.102545715982137,0.937128643227252
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.33382950080375,0.0473157449351018,2.45959039876529,0.226305674534237,0.999764632153349,0.858488620288214,0.114920999661269,0.933251763616569
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.17476723438938,0.0435558371114667,2.50923227128936,0.189822560566697,0.998565974098423,0.823510058652008,0.136526687090293,0.908746272932696
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.31112946581044,0.0451182732616048,2.30608904827342,0.208101947220905,0.998298235607254,0.837094105333667,0.10067388851087,0.929038369014745
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.59360800688758,0.0462528692436368,2.41340123980945,0.236729047550648,0.999680639781528,0.872719634500256,0.0735187720707571,0.905585175362131
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.18528883441043,0.0470602014293378,1.92156224408441,0.250564227312081,0.998740506288815,0.847605959048337,0.101640724163206,0.926633025353855
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.53890142007065,0.0447989111382774,2.50773229439104,0.225419657923885,0.999806415487408,0.856988796379647,0.0860606770053264,0.918639830406729
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47645424785241,0.0440033000305394,2.58565090909373,0.277733795294933,0.99934886654756,0.856086040723354,0.110183042976489,0.925169703783543
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.08763632034485,0.0463978389239918,2.47462173379831,0.184639557697142,0.999844408999052,0.858079279154137,0.0808692141569804,0.925393513820615
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38086072081836,0.0364306618834393,2.47772590160606,0.139223856418798,0.999644370322653,0.832826902844744,0.112937340944782,0.90888374872303
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.3754143798625,0.0478347119763992,2.37467486723161,0.213102048470895,0.999775836189717,0.881914085102385,0.0901901253054868,0.909705660369627
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.54655691393052,0.0458283772448418,2.25415568703099,0.23658886100796,0.999763064126883,0.848161435526823,0.0989614939886969,0.92327903483773
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37440286834339,0.0401816113286904,2.41420120877794,0.159686907357521,0.998469781209528,0.855551566502199,0.133646479316077,0.922707637075054
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.35307553607498,0.0424312247557281,2.74181571969761,0.181052042506333,0.999409490997705,0.85545472779555,0.0987003446566895,0.926056565209651
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47906235918953,0.0391609730587051,2.6064675953723,0.157911071356673,0.998341914546396,0.827602699653233,0.130347994779933,0.926977836195388
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.32336489947716,0.0419639580080615,2.36322260048804,0.17391276547418,0.99955600549194,0.837168053154996,0.121932993348197,0.90293497679967
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.50539815824984,0.0403402105898681,2.44887944666329,0.191622511710283,0.999674250093796,0.874561260598867,0.0878007459503324,0.937893775114589
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.31504347767416,0.0452657798597203,2.54839402493774,0.253974205877518,0.99985095783107,0.858472457081824,0.124691209699172,0.916670408615866
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.47451822841146,0.0436518261638769,2.09317961792969,0.223309979460633,0.999414928436042,0.894829291621193,0.101144381789029,0.944181807713736
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.52072589262179,0.0431129324502656,2.46360954149739,0.221779303811337,0.999689872407848,0.864538831241551,0.10680305413837,0.944619263530193
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.03348377526471,0.0508800639267646,2.23356001992689,0.266395553758235,0.999387883185922,0.868481469618981,0.102859017160007,0.929095986547156
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.49439897979979,0.0370517729904184,2.45602812692699,0.16510656721525,0.996186224239427,0.828442367023259,0.128289271596874,0.90956338131429
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.46079488509233,0.0460881128851132,2.58183468520459,0.198254218537943,0.999490881106535,0.886141101306834,0.108291989425444,0.931571239415879
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.21224407931176,0.0487452730324504,2.35811663822228,0.218327413009807,0.998667266608535,0.850225214622377,0.0972501004641236,0.924305715682881
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.5489829726131,0.0454757344554508,2.62681284363835,0.211973734372297,0.998826688876079,0.846428407078976,0.0835043003550275,0.928352936860894
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.62349024028415,0.0314468996632595,2.66603314015974,0.125510204186845,0.999769836701575,0.806243074540694,0.116956369167867,0.918854251466648
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30911155544891,0.0447104965939247,2.21303281931357,0.19633950179322,0.998331966010107,0.868100167761207,0.12073799629408,0.91996227997209
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.44698490050072,0.043247611892729,2.63137763952386,0.2493550259009,0.998477457318135,0.877168671901726,0.128274632204265,0.913786449946097
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.30694082307833,0.046575365789973,2.28350035310012,0.249563581983881,0.999591651993718,0.885128307220144,0.110441433260616,0.909767146364656
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.53554902264881,0.049270869335028,2.21743335627795,0.276385084701449,0.999205866185508,0.874024474891307,0.103923743765235,0.946566902471532
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.56066475147702,0.0403266971667362,2.34337672307683,0.187394732295346,0.999205131292021,0.841962335812104,0.120533638508275,0.925001298205239
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.06626399380967,0.0495321069197598,2.6785881335252,0.256351409526564,0.998773223219788,0.831883176329197,0.120709349187285,0.910114565198433
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.65665783574812,0.0361285489035965,2.670109210873,0.190857257244932,0.999583359038154,0.85434400516984,0.102584375130567,0.908296587753519
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41528014204751,0.0419320061390152,2.32900603830521,0.175271546319088,0.99887571742051,0.858125184245139,0.0882493573688802,0.941844215630125
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.4819282249307,0.0465271406053283,2.58107489198645,0.236661222221085,0.999968562307389,0.83326176661401,0.104203387645906,0.92083794373279
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.37801990978832,0.0398007735167007,2.42629304489493,0.159517184071973,0.999141909606913,0.846475420865505,0.0916763572188804,0.940005929081118
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.33858016789045,0.0468985448138669,2.44522840156484,0.235586594366323,0.999507803103937,0.866835518539477,0.107523950327344,0.922549533288089
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.41758989905649,0.0488820711246547,2.92272956636501,0.232897866559741,0.999152129366595,0.871734959192119,0.0975491093135152,0.920777116516023
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.38781284952579,0.0404887385770431,2.5171527490651,0.241481949140522,0.998755041626847,0.856461630431602,0.111259243977546,0.906571050171322
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.21812929264102,0.0469196235964429,2.30820728346429,0.215623250213061,0.99985015095573,0.866099886132815,0.0906729982458607,0.925078589024259
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.10885578488147,0.0460665859649196,2.54636698944372,0.228343937434426,0.99963237753772,0.87233126243577,0.121132257444696,0.936228716243707
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.24884803072406,0.0430603719596274,2.48262649673459,0.186608739553839,0.999905834433511,0.82585248799885,0.107501774686555,0.92586982257256
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.18422993783484,0.0476633324398515,2.25816002929038,0.215583227312983,0.998208503735797,0.875890993374975,0.0974766107470531,0.92980719774462
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.54582307420436,0.0458318153902919,2.93242363871528,0.208523766773148,0.999712811322503,0.879398723294262,0.137364044630665,0.92084639189221
5000,0.2,0.5,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,2.40995517031126,0.0504081282096361,2.33191752016668,0.274825386488333,0.999595472764242,0.868124611704004,0.102990864790064,0.921595534161339
