"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib","plugin","pluginse","onestep","onestepse","plugin_adapt","pluginse_adapt","onestep_adapt","onestepse_adapt"
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.96968909229261,0.0949225593416185,2.57019489647918,0.445109529415617,1.52290901855431,0.0542994767606158,2.79377051249994,0.814512224943307
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.94637041812176,0.0865780458359855,1.95635047293614,0.457391194163219,1.80008216729902,0.106080063422564,0.322747920854975,2.60910870885131
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.99185590888935,0.0476811089417365,2.08923664832195,0.364097456026774,2.05169650905506,0.0498823372032495,2.45553189607495,1.65570101267454
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.3650708535839,0.0269595575578501,2.56473446274712,0.20315915239834,1.92473724057795,0.0986910432143669,-0.591293214501868,3.15501879147466
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.1656932873069,0.0387827730706663,1.29861470672555,0.492827034550056,2.03177354035122,0.0396593591918561,2.1855333352281,0.622370483456424
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.44540569030793,0.0566845638662472,2.84052229019416,0.403961166756908,2.87813618265194,0.0523614610826484,1.99790360319535,1.21089369349798
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.08902722221149,0.072505209939865,3.32092522497237,0.914728860087729,3.26761312991301,0.0621716085534341,3.42753424718462,0.922525863044599
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.11485221609233,0.0987980318003731,1.97293217876525,0.521430140752987,2.17375984960976,0.0739551243145504,3.01533365005215,0.48707739033455
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.89012840159577,0.0671828151739836,2.19024696037378,0.29464937580894,1.76086460257485,0.0403504998863386,2.52293703370245,0.412561831318249
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.38853164206874,0.0511575102025219,2.58728467828798,0.958772204854988,2.80613838073461,0.134729253975854,2.50845589083613,3.2737477769989
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.5197326495555,0.0871237109483267,1.16701881175617,0.735705648196634,2.33873181674597,0.0896652941603905,4.5069214653039,1.04520939774817
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.91268128949587,0.0677072250736096,3.89064408916684,1.01056906228592,1.72756979442145,0.0380114005477587,2.28819591454228,0.532383540609105
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.4353655775839,0.0875108821930915,3.07397416697269,0.475378771633734,1.84235573821766,0.0474466435331634,-1.14892660914684,3.34062726015903
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.32088388302349,0.0502139880592707,1.36484489974368,0.530707574281081,1.54585407059728,0.0345618456067837,1.582928809957,1.22955938513265
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.99449544305931,0.047001577137352,2.51363167516547,0.391834776234235,1.99965532719688,0.0316980465156819,2.28702343796473,0.702056428267986
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.14074835794394,0.207241645363164,2.86223638242923,0.632237600022603,1.76050041820579,0.060505826249275,2.52106814766063,0.630390291143911
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.10140239770201,0.0986917624480829,2.17016690208315,0.52999716988998,2.48844180805412,0.0735576440803672,3.31350286649246,0.399923888219634
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.79801683213297,0.0486598454274091,1.77643914776219,0.402306222869884,2.19770230811667,0.0487459831969569,1.65516007920655,0.529039064641853
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.25790425964808,0.0625452634506075,1.46049013057818,0.453235759867741,2.59526260735946,0.11755317192233,3.38835550965475,0.924974108042025
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.71433939827299,0.077591220678534,1.699104147207,0.467716454898045,2.80485419067633,0.070903662108223,3.38987334763779,0.894646344166766
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.25837843425114,0.0437688184914805,2.06414641389509,0.387170701162255,2.27534060300437,0.0641681499243667,2.73649138435113,0.507061949660155
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.5948583302248,0.110101902296,2.50998049089204,0.364947921040302,1.98567811094571,0.0505607990952983,0.576913295340773,1.39266730457154
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.7650815319462,0.0409194403905117,2.67593784411086,0.314504792047896,2.76003058007143,0.0456891495950559,3.95895435986419,0.783093429619397
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.94535073500438,0.0374359148024429,2.26378586710293,0.386267458016832,1.68013154990404,0.0334710638213758,1.97574411061823,0.503067597806003
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.97995734570054,0.0464158883481675,1.76595101371081,0.394116374564054,2.98810318958372,0.101979165024423,2.45542209560422,1.03165836297018
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.9641287463398,0.0716827462597754,4.01092570667017,0.937527481135378,2.66672732149043,0.0714291515540738,3.14826060145168,0.639968585153956
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.30017911588418,0.0659636162531559,2.55800289690985,0.409097591643646,2.51480616339725,0.0679228244428855,2.18841466654217,0.929642540778839
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.36063519958187,0.0590434076927847,2.17768397654041,0.406558274261865,1.87801173624319,0.0417504347453374,2.50299968931385,0.554297020609451
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.21505365516019,0.084937633817434,1.93681575058749,0.368076094435706,2.29432617572155,0.0774953732413187,3.28084641781349,0.644744277887965
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.92411748081737,0.0457048294002608,2.18797376791581,0.343455069910512,1.90340890115036,0.0456447350328362,2.20645101573373,0.515102737191352
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.9353339984044,0.0384926083117951,2.296953732574,0.453469059160904,2.22992799624244,0.0507687894827982,1.10903243066263,0.955885878687275
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.86339565693873,0.0445256227585103,2.15915497422898,0.459506097612573,2.57148890808656,0.0343243152098795,2.36266835155857,0.518613267301228
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.33833672362737,0.109185345620594,17.9235616777745,15.0457325853035,1.76825217433216,0.340789541386076,7.44000457665919,2.54934204095633
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.04464591202595,0.32391284822055,1.1542535630551,1.00124853972271,1.97211774881732,0.0521525006521483,2.03107514082772,0.644497152172702
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.78043049369281,0.0539238468814553,0.954866436628127,0.859021137367725,2.25716254694023,0.0607862689964095,1.52454900585424,0.762129682958513
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.88304510327782,0.11670982268578,3.01681284908644,1.18839843462273,2.39337295637579,0.108558810146237,3.54764136468085,1.24303473666778
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.70244604239409,0.0429172135730695,-0.483503983864602,2.45147896017289,1.85182188413027,0.0569670504639862,2.2620417996621,0.786126847417208
1000,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.87555046040449,0.0747288622986831,2.69681475323512,0.36068939345574,1.94497958555465,0.0673199730220765,-0.0190724986263438,2.34324810665617
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.37022665286285,0.0789317739056672,2.98374815106911,0.364980859380021,2.81800698909594,0.0531357787347743,3.47545123928901,0.63594605982335
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.60072441424425,0.0529633696098926,2.4655094219271,0.327727136366813,2.54369216194273,0.0674124115336087,3.23201278750023,0.435433978736307
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.68311297458078,0.0733596860750085,2.61152742589487,0.731530730833932,2.33357447828382,0.0691848314064644,2.51932058190626,0.455775728709013
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.03014467623638,0.060333413893673,2.83174488831562,0.314593095869626,2.88446206224429,0.0781200855608786,3.20630682501414,0.451074833712904
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.21432848017596,0.0428090937165207,1.7943127080436,0.749596680964419,2.34489465236885,0.0947470893032433,1.61017466618404,0.636684253769129
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",4.82601919092298,1.35641500087091,116.552428638242,135.433981814087,1.8153349218236,0.105568172378589,1.46721747351049,0.932964527552213
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.33900511340156,0.10174011210056,2.53650588899993,0.65312670348581,2.54768198507605,0.0623477572017402,3.06486475329141,0.468254191828757
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.25163751088472,0.0680982316804568,1.52159752251499,0.68055943829194,2.25847004685439,0.0768816468664346,2.5931398703323,0.757350201763991
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.33453508098445,0.0331600113196353,2.24291378212245,0.459215930967147,2.40319842973335,0.0405065076092235,2.53587698533811,0.404965528410061
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.38068068687421,0.0403186232982255,2.3928169146762,0.368328677664589,2.736806560255,0.0513940236437599,2.56805110436142,0.387659491090326
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.49271106831732,0.0337045480522764,2.4723545160074,0.254356839994757,2.20136431517734,0.0541415748821226,3.0755018524574,0.861259638934155
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.6977177489311,0.0735523076940489,2.53050086497954,0.355418354576662,2.32806488999755,0.0594570593104501,3.08761988296261,0.429607979238443
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.51136753328717,0.0554959405456729,2.49354811146542,0.524739701000159,2.68066415556275,0.0505647958970463,2.6939879342532,0.364944060858182
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.73786666696534,0.0499432266357222,2.38708094124236,0.303632652799006,2.3772055404137,0.0850981148287679,4.10264692200228,1.48643682721236
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.84441024000805,0.0714986520504658,2.25015451018482,0.451267154219222,1.81844897632103,0.0649053694572213,-0.289805201735033,2.30501580302424
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.53318797217855,0.0596805147390452,2.47766039941599,0.342842049306645,2.4453711515384,0.0404876228297911,2.97342076979572,0.398556453870304
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.89902002722465,0.0551192555402933,1.12101745598777,0.99947060363062,2.2209258611553,0.0570249697719897,1.42658004851095,0.660242672525959
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.51689005304564,0.0466450391792196,3.02641395521188,0.430836058046152,2.77883652548714,0.0509094628549762,2.86416834593662,0.412539476593305
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.72767993522405,0.0453084423459056,1.57866028580331,0.354661873278368,1.96740226046861,0.0683181161034652,2.66680288147457,0.51295443609171
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.09511523191219,0.0879408564177653,1.51630705437549,0.547405235471909,2.45599572518637,0.0557057531407446,2.08027518492427,0.612689285001639
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.01649366949615,0.0483319957800257,2.50586354965588,0.439454046322515,2.46345725481781,0.0578729712708595,2.27407057761548,0.427568612324729
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.78697760803494,0.134602788660056,1.48273302148205,0.89574732203541,2.54722463348035,0.0660376862067086,2.67187048760878,0.659556110978679
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.19038668487166,0.0853349997166789,1.86603435952485,0.512133272789882,2.12103624837135,0.0450393557890225,1.47708852939312,0.905104719498407
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.61983616116031,0.0444087592659924,2.31081501611546,0.359880191200466,1.88655095293805,0.0752748705118879,2.91580576580638,0.52401939005693
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.48705337283722,0.0724174696153888,2.65776972565664,0.405243733480455,2.39829072699596,0.048811260977515,2.16606377736375,0.541258012286674
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.5563098401837,0.0597679223890905,0.345603951126292,1.56154144242463,2.36594642483015,0.0754776611164449,3.7183304348762,1.4629352799705
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.39745784771364,0.0378605336672733,1.71197725309859,0.524823628353172,1.75458451712685,0.059418011905264,2.41537720236492,0.443775921357208
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",3.05990882595608,0.100205321020549,2.60875555164319,0.681273822356442,2.96370330824624,0.134591363907414,0.932452792755717,1.58911540176659
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.33863431340113,0.070075809532512,2.17186151377314,0.334842701649997,1.87262933506791,0.0465897733537279,2.31130865789314,0.501329844658905
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.33141144977171,0.064740782898271,2.86657793151089,0.206847801842441,2.4261307953307,0.0505590194148818,2.56751224903535,0.373845981635687
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",1.63633137338237,0.0614194316368339,1.77633422983294,0.569032724222713,1.93988524182514,0.050690203087325,2.80216951144837,0.358722819651967
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.84547575254013,0.127511853930371,3.54300321192811,0.633969838327178,2.6075236782702,0.048001050286253,2.70711439287465,0.498755843392604
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.53779763825419,0.0702745623135566,2.85314454939345,0.374701578879642,2.06200558022846,0.0636653125095564,2.59021823025584,0.569555787718801
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.03418198702142,0.0542614102034654,2.57601249204303,0.413740310889521,2.44341514461512,0.0645549365608624,3.3287808131779,0.481779319096055
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.65463737797446,0.0607213007545843,4.55509386343996,1.36072792378228,2.56402357332737,0.0380036633603961,2.52769280509228,0.344647226636706
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.57249827571804,0.0709951979319698,2.88844630889527,0.37918178542907,2.32571762047349,0.0833208177654828,3.31076754107909,1.30887418779595
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.82925706257791,0.113073109035644,1.29746574551528,1.64257851344282,2.80131014817509,0.0731299428487527,2.00983873229349,1.2470515155562
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.earth",2.14674746807291,0.266029979439424,7.55946283637981,4.55164318159212,1.46503513604196,0.0367429212134829,1.35922606241788,0.561489154145724
