"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib1","sl.lib2","sl.lib3","sl.lib4","plugin","pluginse","onestep","onestepse","oracle","naive","psi_hat_adapt","tml","tmlse","tml_evm","tml_evmse","tml_mid","tml_midse","psi_hat_cv"
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.08535121227063,0.0899261179297285,2.01252215514783,0.555615459471812,2.31049402090187,-1.7127572666248,1,1.67419319557173,0.647027102378434,1.9526403937541,0.465514421396509,4.18916453005228,4.83671673131654,2.08365149701842
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.00127894204692,0.139319618625332,3.94146596400796,0.783515451592232,2.9339665104565,-1.34075624364002,1,3.83135591808539,1.20026915114708,3.29605405741814,0.449991069872945,14.02136838477,10.8741002211265,3.28420413295855
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.90478671845298,0.203947421309487,1.32892740043907,1.55372805774491,2.77595136362878,-1.12596661562988,1,0.685098632302072,1.27042129272489,2.09749180829507,0.732770333768403,12.6507902206091,14.658944689539,2.68785331727687
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.2031693128706,0.117654687556843,1.71194469654553,0.937739555229436,2.20963770697054,-0.828957466647002,1,1.55109470828528,0.779564389936274,2.13846639838278,0.558109503029276,9.33309699690975,6.73627304916401,2.00504265938986
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.2975615985827,0.0961579515735699,2.42965171386022,1.00472947846802,2.91298494213648,-2.31000648845198,1,3.64990131210262,2.03614111566856,3.00439188234608,0.71101920913735,43.0814269098569,47.8257619285465,2.46005340210445
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.77462786785472,0.0618346388551469,-0.25664270119248,1.36913661349782,1.96715649406676,-1.6747386822091,1,-0.448157208429914,1.33850422401067,1.57942839680897,0.651304850107861,-18.8523436761462,13.9491452518994,1.92698381252011
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.78642422270473,0.114262742145801,5.53844861511441,1.01042371820296,2.82854199918457,-1.43846014545079,1,4.06359808379611,1.22415033183799,3.67215273378603,0.648800502703558,27.9582802156826,25.9670660610363,3.6838744079997
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.78146451463429,0.0826206579911448,1.791785005638,1.19447071742314,2.38193056506026,-1.02012743477991,1,2.18661995656157,1.72132569090307,1.78169221515821,1.27087394409462,-14.2586287523513,13.7102001387067,2.96871986335224
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.47020693461618,0.0921183684755168,1.47586343670069,1.48084900571281,2.46772513140708,-1.49166532500251,1,1.9565392599648,0.830845465293301,1.93086065436165,0.652908705953449,-0.595215488595571,7.8049550816205,2.51106182701192
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.67462683778082,0.149322571015747,4.28941400598706,0.826996687555977,2.39159141432571,-1.55397030833846,1,2.02834756629286,0.887940127473462,2.38648750606517,0.583217331361031,-0.129856205405942,10.3933292142546,2.4225296800924
1000,0.2,0.4,0.2,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.92900832099331,0.0733608533489866,3.50285609695885,1.78556822680033,2.89337572796628,-1.51600013065281,1,1.76828229357602,0.915426354247343,1.82527082434707,0.619661168546309,-6.47232928005514,12.3290361678334,2.25693530816274
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.23012732443739,0.138699970193547,3.61427726442353,0.766259038994798,2.98375641097863,-2.56070155639826,1,5.60176285540509,1.65429394692148,4.37988179868986,0.548813338927588,25.8073812721002,17.0545498036246,3.51048318875635
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.16355434474407,0.0928317850086914,3.05381572770333,0.775670778437905,2.24900950683622,-1.01466080521753,1,1.74604493839764,0.676231756727279,1.93651422052793,0.458803922542998,-4.84562772360674,8.06210025648843,2.25062919315851
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.27492283925287,0.0892383376429536,2.89132367849957,2.51927602308542,1.50279636699508,-0.797906534599812,1,1.99086895881476,1.05841828636977,1.46312127066069,0.971389724911827,1.65465264301961,14.0911855907057,1.88492352790538
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.81943307358006,0.143974130765342,6.88278673813993,1.33328914397299,2.20867252280821,-1.21852820651495,1,4.04567340424287,1.14222636774153,4.57500814581824,0.553087901478062,26.1299108398306,14.2644637913349,3.96631791859866
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.81217971235505,0.0715954348456261,1.92402630704449,0.626696025401733,2.21094173378138,-1.08366917884117,1,1.09355511913149,0.601888950399607,1.35371753615284,0.478632471801095,2.32917054935885,3.4297563597805,1.73020385521028
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.80634815130969,0.110113147400502,2.02148198257508,1.06905976597517,3.0481533497044,-1.66708650166296,1,2.86678215488451,1.17345224532921,2.71129302762315,1.24763700969649,4.39369022041534,13.2508524299254,2.24916555841702
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.84495814235721,0.0994575633248948,2.40586386419845,1.22287842678547,3.11674970901543,-1.48536162470043,1,3.62431148003072,1.3828414237571,2.64333355535133,0.518059441271718,20.6986546535827,18.9348436457803,2.86400747025653
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.9998657038261,0.135314911864364,2.83202989741686,1.04711848174715,3.08066611246441,-1.78340218065503,1,3.45518757355436,1.2651273352335,2.78751007733694,0.402652705477698,4.46966662836187,12.5622842825079,3.27170736992843
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.2140900164251,0.0917407803773017,2.62442831059415,0.788935021695857,2.38001143172754,-0.988434316329372,1,1.13415770993836,0.801314972565658,1.24002387412262,0.556314605569584,-7.30951672023741,8.10529845919394,2.58952758029126
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.70474457779254,0.123541509118533,4.47537460315028,1.33944514446196,2.43743357420262,-1.49356681224002,1,2.7529453009899,1.28905945034862,1.91180842153967,1.15959745413527,7.15499221828201,11.369698795258,2.98416968304953
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.87384431924165,0.153396588829335,5.03217581529915,1.18684322793266,3.06661043634099,-1.26704559001113,1,2.16486832683784,0.652625632871192,2.42873555937686,0.492243592688527,-2.21111660536092,4.55045640997614,2.53754510767081
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.28950746661444,0.0839225711866458,2.21743936566348,0.599683957968038,2.01854162115988,-0.890066667828233,1,1.98114731527787,0.898864253860867,2.11918100048385,0.639077771508331,8.92174298861737,9.83010259664234,1.58248739073903
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.30213125327563,0.116711077020324,2.6748255686304,0.539661540106057,2.64022869136551,-1.0418647095423,1,0.829767579730177,0.549523440351832,1.08885701131224,0.462122144216455,-3.65066183975616,3.43389057133222,1.6246105937183
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.20704341701107,0.0899534686523628,1.64942468493358,1.04986692389322,2.56191212770233,-1.75768760621304,1,1.15298455226606,0.565425773903905,0.640013057068671,0.460522443223684,-2.62599545585586,3.51868877212718,1.2603702869007
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.99991703841873,0.129089157904352,3.24440407068797,0.944264600120808,2.13494929950699,-1.1972184983309,1,3.39189459931646,1.22006006780614,2.12165551351025,0.432301879861834,11.3722204809836,9.45161050062847,2.53851169109817
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.29776765356073,0.113924784884939,2.83718692886592,0.821336065683368,2.66176571877774,-1.50458727293177,1,2.63332870667752,0.615693863073487,2.2390162058116,0.65967005203717,5.29843262351512,6.71748405279437,2.52437147231139
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.41570547898595,0.097147115200066,1.90676814034084,0.810019051872032,2.39560430944178,-1.60152831392091,1,1.96492531310912,0.624598732978008,1.88782609186013,0.658421544558826,1.04077309020303,4.37190047038897,2.0225085225198
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.02939424131706,0.136252791272012,5.74867661743016,1.12663170903824,2.57436910354104,-1.04401221395633,1,5.4391120344659,1.4997561103301,4.83713638483373,0.558011071996856,38.5978678628059,21.2017092802145,4.1044857009303
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.11542095249053,0.0982794222186022,1.51166947045328,1.20887665329998,2.40188267062203,-0.998688461213302,1,2.47792317873866,1.23085745971359,2.49433539601035,0.538886330176432,3.64912759111878,20.2331887668892,2.34911378284261
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.76533966619786,0.0761718342054978,0.849095270377151,0.941288266323867,1.73857325903629,-0.717270093342039,1,0.891607740963604,0.824146992930653,0.884346072835578,0.558233498701086,-0.973782124030972,6.56243631015072,0.825036308487834
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.4201441666232,0.101738770721861,3.74388573161186,1.64005404406697,2.02339227237244,-1.07574689039736,1,2.81566146786679,1.51437898969286,1.85860376976982,0.565513068477116,27.2336712898062,24.6632836473295,2.58630809972316
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.98964075408315,0.116494325907221,4.14632912725128,0.645490336831654,2.95125166449018,-1.73614656449247,1,3.58631700537599,1.2398414000044,3.46013796782604,0.595168115915868,26.9233171877405,21.2370057150384,2.74796691066048
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.50668654483644,0.110669541847049,3.977682973636,0.78252904661868,3.5407682081248,-2.05298938552349,1,3.87390095661522,0.790608866491303,3.37138030324699,0.506999340812774,11.5031614122379,10.5812569986513,3.26028072141959
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.2379322605769,0.113692954816321,3.27770776990291,1.02153737323585,3.2432645129419,-1.80492002473673,1,2.79435245807355,0.983254136117781,3.21220697471229,0.415831497460777,4.59979578335731,8.87982644941498,3.88554656917354
1000,0.2,0.5,0.25,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.78189977123442,0.1086542049496,3.76061893162427,0.934059361357595,2.1625592121392,-0.908187204852251,1,2.83834050960395,0.898449890261641,2.38493209535169,0.528622096983257,11.6544146513194,11.7656408230959,2.87714877396271
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.16123079227758,0.0534383256902029,2.90943944560253,1.0397218494778,2.77483177094099,-1.48604674413816,1,3.07335085542568,0.87847328964012,4.32432164880379,0.736241421802665,37.4581288262784,33.3016308993341,2.9465702158657
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.15324042687116,0.0573418275590842,3.0702791411163,1.08663232392723,2.68448420426552,-1.43416136339183,1,3.51444338330378,1.42262017541427,3.31901683395009,0.476166018694869,60.0048111079923,108.68079774056,3.1697126320991
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.76662899158048,0.0724768530177285,3.57371427641423,0.638838993059229,2.44900104282922,-1.24502724578142,1,2.29261541894923,0.909398416682282,2.76886236919055,0.493600493007043,39.6666380392583,45.1379672239172,2.5404601730591
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.9069931351631,0.0940195169132022,3.53976357338842,0.772926757019787,2.31981994966694,-0.975084211464734,1,3.16417878711995,0.940740288025108,2.41050833650979,0.568449508846881,16.471994492939,26.8582041062063,2.46213952235192
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.09800529762786,0.0393938376661183,-1.75162278500419,4.68641040122542,2.60966017697652,-1.36006679084004,1,0.770480908486692,1.85479388878914,1.66383217985161,0.877924083064363,-33.7254115646352,71.9356593093502,2.21544441570122
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.72482369610759,0.1129256823518,5.56921086427124,1.04812588973289,2.51465172710756,-1.33341937235966,1,2.53218965795043,1.05613458235502,2.70327517050813,0.422394996796574,-7.1945410865135,40.7707093710808,3.07142262485865
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.49383299865889,0.0573508897630478,2.4395740367102,1.34792655476619,2.20798710576223,-1.17837595732197,1,0.85485466677036,1.13422281139626,2.43642720383916,0.465026600865625,-57.1694424502943,70.3973623198764,2.34940489857457
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.8597132245796,0.0636245822425103,3.1173200641616,0.83354659978009,2.32339909423072,-1.47033737488145,1,3.61652243338583,1.8791858088682,2.28078052791984,0.596668851035661,153.473958040681,159.623379116184,2.27309334045672
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.41940780210695,0.101835726724113,5.41128893857211,0.983039643206657,2.55782784920917,-1.04241857217484,1,1.67942061045912,0.724832661427377,1.98022980369951,0.478316299269963,15.4035314112694,14.3518530160207,2.31751772441224
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",0.305240549814076,0.0461158091024588,3.37347437239214,1.69272906356032,2.22719097761188,-1.63792448696323,1,4.39931983707822,1.51583410829654,3.25964491732122,0.535580066224058,128.529507034253,93.3228178220403,3.25554689604513
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.98531963297417,0.0994106720945541,4.05319812066864,1.41087697365731,2.97280187111692,-1.58836990039115,1,3.39893617312445,0.926026115996819,3.06837654567358,0.513354095968857,-2.60543239009302,38.5218737155059,2.90016477987704
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.9435130563362,0.0746360988364456,3.82520416045432,1.48014990723917,2.53152590297913,-1.63167427366497,1,4.57074998588118,1.86646374369865,3.04819478618828,0.597339615412716,53.4295669105508,111.310782838922,3.67982573446531
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.41400978869031,0.0670444065335554,2.73723158923607,1.96011956570915,2.62747965581272,-1.48134568017714,1,1.53033296265924,0.759071624873949,1.38721308236252,0.713007188962852,-30.0261535955156,27.5809816626172,1.62726272538711
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.20013383087928,0.077134436980183,4.03501074465982,0.805964895659034,2.7891146047012,-1.34711627492963,1,2.34221196367693,0.76738460750009,1.87940508523526,0.662927640423093,-10.4488758415379,28.9967856966056,2.31217156270824
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.1994346734003,0.0490175600584752,0.879398768897251,1.65591181868453,2.55449336943235,-1.69391996286133,1,1.71907892265835,0.831407700142711,1.6698310590291,0.804658924468758,-56.9703988169455,48.4281506737662,2.25594596463
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",0.890545560193719,0.0936130766606047,1.95286403437742,1.82139726505559,2.38846251851079,-1.19760154444734,1,0.463160405238719,0.828971033023066,0.0971110849254687,0.71860700717491,-15.774509689298,23.8510249197571,1.40361317672786
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.55929730819243,0.0932985952780828,5.05134197466806,0.698250983031692,2.71982849609496,-1.39671289511704,1,4.64175202034716,1.04339074993017,3.69027335467648,0.611170884789267,7.96209881897289,34.7255545787381,3.5515182600754
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.81083110397781,0.0254752443294337,1.76847387717267,0.611820527515959,2.01880339829542,-1.1062115662034,1,0.232893939534354,1.21390937703814,0.946243096893792,0.826913852225332,-124.670439800052,73.0331727790308,0.393280537192679
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.57760436544393,0.0770773375796572,5.3819074071556,1.16628786567873,2.4095357626545,-0.868211513075506,1,2.4529540675169,1.41288151216115,2.79163416005752,1.49888771954622,21.9882344808173,85.2926358969882,2.6616607506505
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.94574969194277,0.0230926323396231,0.66192646296464,1.58084712586303,2.21437821211349,-1.30106639121307,1,0.785479074347981,1.05320044408408,1.04808485143049,0.643701999447809,-30.2334265738593,48.7712090191971,1.42605583622789
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.78428814455537,0.0298752478226776,3.75772040879425,2.67464551270858,2.39593336321838,-1.42978365201452,1,1.46335482899044,0.989849805123822,1.65995708508128,0.95310891805319,-2.88138948804729,33.7570491226462,1.24947472175046
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.4227685260165,0.0377154542802325,-0.244622948099348,2.08563204832475,2.51042007516807,-1.08924115753819,1,1.72794567167933,1.27253624195838,1.31590975243413,1.24423350668183,-68.3262257776276,103.824805910549,2.06299193112418
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",0.70517992031128,0.129207651101528,1.35856621108273,1.09488818707199,2.50535604575615,-1.52404331337033,1,2.34313811529537,0.884669431964567,0.973118916618804,0.468161270339808,21.7094835648786,31.8664236391153,1.05359105347395
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.75287379362975,0.0543078750906882,2.23155037401704,0.884743152462922,2.24578247743553,-1.07935313137801,1,1.48762123608582,0.881690721324058,1.3747688998083,0.732888443455388,-6.10121280937657,15.83654867865,1.56828454220346
2500,0.2,0.1,0.05,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.21413548583795,0.0605493117801149,2.37192428366298,0.864236755239677,2.29393367073405,-0.981895039271942,1,2.24950180347185,0.911892830117706,1.80635355531669,0.593449504079952,16.5140151824921,22.6864895049556,1.68229743359444
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.55093279956963,0.0395542613782717,1.03322476014659,0.986413325666126,2.12913354756835,-1.29501011495746,1,0.243006127718694,0.914227016073139,0.428028867006343,0.858215679243565,-9.82679476022079,35.012525937805,0.325293436387479
2500,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.21382758693078,0.0387483602310848,2.47769091359498,0.812110000573506,2.5912985075903,-1.5545800172459,1,2.23873212405212,0.860939509378718,2.2597921701213,0.887425631083658,9.88877538791323,16.8959363271204,2.01151345639716
