"n","omega","rho","rho_s","p","delta1","delta2","delta3","nu1","nu2","nu3","beta1","beta2","beta3","gamma1","gamma2","gamma3","eta1","eta2","eta3","eta4","eta5","tau","sl.lib1","sl.lib2","sl.lib3","sl.lib4","plugin","pluginse","onestep","onestepse","oracle","naive","psi_hat_adapt","tml","tmlse","tml_evm","tml_evmse","tml_mid","tml_midse","psi_hat_cv"
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",-0.639623872854945,0.10932865564101,0.567370829348685,1.67624214323275,2.44745557357612,-1.55923237109323,1,3.12793753835562,1.30598789735893,2.94479193637832,1.2380190374474,21.6497794317514,20.2840731805987,1.20936899276761
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.22858019634048,0.128462023418268,4.22141139549878,0.752498797553797,2.97286122910798,-1.23204484592893,1,2.88512668583441,0.90120269402361,2.72357122800979,0.571192637998201,-6.07662728625349,11.8571150088522,3.09035862039462
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.95405016927567,0.103702370828441,4.07859721340297,0.791492444426616,2.69868417357199,-1.66545609652652,1,3.25690392498625,0.859172805933468,2.41579214932258,0.629027119728881,-0.52835987204525,7.09497330300374,2.68847401230253
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.70475004385478,0.107304221807653,3.22767594966761,1.26937369342973,2.41675713833054,-0.557422684486222,1,5.2719038486794,3.5019089244708,3.1994541498008,0.893856552452293,14.6913736325003,25.9087317696048,3.36447307962531
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.49158969589505,0.0916078329018138,3.78187546735572,0.833446941395077,2.038746149604,-0.808805986131193,1,1.78678527923904,0.897828445611052,1.49522033917575,0.676778858112226,-1.65754542699566,14.507897591021,2.1467911359787
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.07115737572691,0.186347360423835,3.45048254457636,2.45380854696859,3.36147053953164,-1.73605724856748,1,3.88455520779238,1.28655215069033,2.44679917610205,0.68617155995357,6.41574952502645,41.1079810236618,3.34059027108655
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.96289801787921,0.0834911750068387,-0.341649229620736,1.84346310562371,2.41577954092775,-1.52222127929708,1,-0.970397025108798,1.70004895565614,1.17476996074747,0.586304002078766,-54.6026285610391,37.5657550602283,1.78795119190727
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",5.71798640224088,0.135915522843272,6.40800553965893,0.90099172225796,2.60253095279831,-0.84196495748962,1,4.686275263973,1.27248091560649,6.04902847751594,0.695278817585481,44.9329488001932,17.2339426196672,4.33024744704944
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.34475688151626,0.167697274727537,2.029808487032,2.56299176385577,3.01653858309086,-1.02707269254915,1,5.73978274207198,4.70420267553198,6.4447778389308,5.2160887112984,193.045616004159,276.008621751202,4.80460702909695
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.93910788058318,0.237319669278581,2.66033206835194,1.1041367841139,2.76256847847712,-1.28454735236825,1,4.12447726224256,2.434006207539,1.8174189696204,0.586451994549988,-4.43031673715724,15.3878266906526,2.5521049648092
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.47903836193504,0.135222432985485,4.3012817338719,0.695067487981132,1.98209039827198,-1.07308827236037,1,1.64941202357615,0.860751948969169,1.38282393048655,0.601730433332504,2.13791434369066,11.0169477407263,1.67185282594283
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.01183397591553,0.102632028886591,2.77581757034513,1.1244121651001,1.55951902887956,-0.9669017949364,1,1.2033451762881,0.804154056240363,0.863873055416109,0.672355153684972,-0.365153900462854,8.79241423821558,1.88231662102659
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.21782547614918,0.121058876543716,3.41755728588689,1.05315124287916,3.44022812150276,-2.28315699105947,1,4.07885698877966,1.84623542029746,4.7061437991131,1.95375809359723,90.4249210840897,99.350394698801,4.55666741311039
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",0.661940766794742,0.0510317838400079,-0.780334212124519,1.93199891526459,2.29731744181783,-1.57474006634464,1,-0.413263647149512,1.74461347724496,-0.41953090146536,0.969062142816842,8.67022538611975,36.9564894578185,1.78510921477595
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.43413484458294,0.131125091769196,1.47196646142816,1.56092586541158,2.142497726304,-1.7740636425119,1,-1.28563399430633,2.73382812498929,1.93013933795051,0.626336988381305,-32.0029751228384,41.9981580225754,-0.126899030423941
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.85423568003114,0.0863505299901038,3.6041329984554,1.40102611077712,2.30470807714861,-0.763295798285086,1,4.81788126636269,2.2754962606774,3.01985279967468,0.639123705862176,27.4849074051203,43.8840666160191,3.05833936442887
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.50047207219975,0.112969366292931,4.43291163951423,0.823889807123629,2.69362440030549,-1.12407205518775,1,1.61291931627185,0.987308079581484,1.43799621818644,0.894114925232951,16.7049898653271,16.979661895094,1.61207579839336
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",-0.184936437414995,0.162082513264279,-1.72311655853763,1.77919483585707,2.59299368392485,-1.85499747769362,1,1.31841507432054,1.14694419119476,0.725290365802697,0.715731087775678,-33.9216975466357,30.6396071838982,1.96702654219723
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.35855759778158,0.114286968129913,4.03237203226441,2.01932345819925,2.24623222281017,-1.37474670692526,1,1.0590874429763,1.3293389343884,0.864224337844734,1.4589488212584,-4.41684177887591,35.3443609896205,2.16648543082467
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.62723649613778,0.16075899844683,3.20299227947593,2.09612284269515,2.25776355132436,-0.709545609475732,1,0.428349342806568,0.730518003811095,-0.0758352473785719,0.543714650568812,-9.17008743538473,8.77015878576663,1.24324485345505
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.79704707568013,0.106499735092687,0.0924496684740486,1.92204057832452,2.41499968829331,-1.27044635204119,1,-0.755865820765176,1.21517664201666,0.671663666028581,0.569568851659492,-43.5047573388097,31.3491655703397,1.7162182854944
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.36696213199304,0.13110068981436,4.46243368597141,0.697772954138645,2.43871862020444,-0.882888824326228,1,2.88824802910279,0.919140993870604,2.47945746799565,0.658256541028701,7.5116819618599,7.83427018453197,2.16608061324971
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.94051214027371,0.194801941643156,3.04824541200991,2.53876720629111,2.57225400845175,-1.25702775112329,1,0.300774696494612,1.25807172801031,0.59848498922378,0.641556853238596,-55.3908475494098,37.9133405879751,2.31177008488201
1000,0.2,0.2,0.1,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.0674267785712,0.104646282254986,3.79168208563811,1.08308486692108,2.90037091725617,-1.64393139215223,1,2.69767902587868,0.981399040385348,2.60356210778708,0.886390104023882,24.8143607517805,23.800383320758,2.64934908204384
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.71921535812509,0.100426796815445,2.89509885356413,0.905644656158849,2.53747082763605,-1.59159059811108,1,2.91457947055132,1.26555087203991,2.74621242555641,0.622512630211272,41.3004569610833,30.8407914530735,2.72194170126368
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",1.80627322820355,0.0702967734682624,0.157611654738374,1.70830647993514,1.73667779060118,-1.47514431716156,1,-0.212498458695069,1.29331594032018,0.320728956741319,0.690534373020314,-23.8846675889632,18.2242905406209,0.256069658255341
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.66425637618809,0.0992629353533115,4.38954192835371,0.853371358946438,2.19187926955966,-1.11309507481367,1,3.96609806025021,1.52472340868054,2.93057190070522,0.578792619636976,33.2178235969063,32.9119040402231,3.23345550117527
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.30107151214054,0.0673577896389975,2.01165392062655,0.73490184188409,2.07913628304499,-1.13676260626047,1,1.29909702480266,0.892842898101307,1.51804295504064,0.590862201587635,9.15118951552227,11.3978773785988,1.66019111421629
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.60461874207525,0.0790410343792513,1.44391504167554,1.49540738979249,2.18871121353416,-1.21458376320595,1,0.763641774919786,1.08701873648946,1.3626320138,0.644937531834203,-20.4108774054396,17.0717027998834,0.947260457855755
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.42549593836123,0.0755031539113366,2.2251741410674,0.769359097058282,2.49309648058171,-1.39774149735803,1,2.00215055307124,0.891484899058247,1.59869833604826,0.797751575534516,-7.8793523364536,8.40860436978239,1.845123923263
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.24400878526983,0.11949416470637,4.38037210203889,0.804613592881466,2.94520459813703,-1.42667355392299,1,3.93031856649516,0.9112014282823,3.27068219330196,0.515116583569549,8.91060165458221,9.26074478563765,3.0479858938681
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.54456883732674,0.133385283458005,1.67833969203038,1.66098584261877,2.89077233892992,-1.76539870058859,1,1.31902347978255,1.21134568163469,2.34127074647073,0.50299490907157,-8.57566414762736,22.1070954708346,3.48566520563073
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",4.06067196680842,0.226432505590698,6.32570086791049,1.4219755309676,2.7547044709769,-1.57688329272938,1,2.36934170645334,0.966498847777772,2.17460726709482,0.486917445301683,-14.1975783565565,15.0822592223636,2.82201959903248
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",3.56287400596508,0.0563494512808032,3.68952820044519,0.571816535603569,2.0191410605976,-1.15166929475189,1,3.05149333963358,0.666744070406215,2.47514047260835,0.505390650747071,9.33457403026611,7.80003288750938,2.21924148557269
1000,0.2,0.3,0.15,3,-0.1,-0.6,-0.9,0.1,-0.1,0.1,1,2,-2,1,1,1,0.6,-0.2,0.8,0.1,-0.3,1,"SL.glm","SL.glm.interaction","SL.earth","SL.gam",2.80865242220132,0.0714270602199211,2.92002050943128,0.84244988864712,2.82299336179816,-1.55682285785422,1,1.55205627720867,0.666607257028936,1.31246379320838,0.525517599506275,4.78558454938683,5.01046118801917,2.04467377535696
